Round	Game #	Home Team	Visitor Team
1	1	Team 2	Team 15
1	2	Team 14	Team 3
1	3	Team 4	Team 13
1	4	Team 12	Team 5
1	5	Team 6	Team 11
1	6	Team 10	Team 7
1	7	Team 8	Team 9
2	8	Team 3	Team 1
2	9	Team 15	Team 4
2	10	Team 5	Team 14
2	11	Team 13	Team 6
2	12	Team 7	Team 12
2	13	Team 11	Team 8
2	14	Team 9	Team 10
3	15	Team 4	Team 2
3	16	Team 1	Team 5
3	17	Team 6	Team 15
3	18	Team 14	Team 7
3	19	Team 8	Team 13
3	20	Team 12	Team 9
3	21	Team 10	Team 11
4	22	Team 5	Team 3
4	23	Team 2	Team 6
4	24	Team 7	Team 1
4	25	Team 15	Team 8
4	26	Team 9	Team 14
4	27	Team 13	Team 10
4	28	Team 11	Team 12
5	29	Team 6	Team 4
5	30	Team 3	Team 7
5	31	Team 8	Team 2
5	32	Team 1	Team 9
5	33	Team 10	Team 15
5	34	Team 14	Team 11
5	35	Team 12	Team 13
6	36	Team 7	Team 5
6	37	Team 4	Team 8
6	38	Team 9	Team 3
6	39	Team 2	Team 10
6	40	Team 11	Team 1
6	41	Team 15	Team 12
6	42	Team 13	Team 14
7	43	Team 8	Team 6
7	44	Team 5	Team 9
7	45	Team 10	Team 4
7	46	Team 3	Team 11
7	47	Team 12	Team 2
7	48	Team 1	Team 13
7	49	Team 14	Team 15
8	50	Team 9	Team 7
8	51	Team 6	Team 10
8	52	Team 11	Team 5
8	53	Team 4	Team 12
8	54	Team 13	Team 3
8	55	Team 2	Team 14
8	56	Team 15	Team 1
9	57	Team 10	Team 8
9	58	Team 7	Team 11
9	59	Team 12	Team 6
9	60	Team 5	Team 13
9	61	Team 14	Team 4
9	62	Team 3	Team 15
9	63	Team 1	Team 2
10	64	Team 11	Team 9
10	65	Team 8	Team 12
10	66	Team 13	Team 7
10	67	Team 6	Team 14
10	68	Team 15	Team 5
10	69	Team 4	Team 1
10	70	Team 2	Team 3
11	71	Team 12	Team 10
11	72	Team 9	Team 13
11	73	Team 14	Team 8
11	74	Team 7	Team 15
11	75	Team 1	Team 6
11	76	Team 5	Team 2
11	77	Team 3	Team 4
12	78	Team 13	Team 11
12	79	Team 10	Team 14
12	80	Team 15	Team 9
12	81	Team 8	Team 1
12	82	Team 2	Team 7
12	83	Team 6	Team 3
12	84	Team 4	Team 5
13	85	Team 14	Team 12
13	86	Team 11	Team 15
13	87	Team 1	Team 10
13	88	Team 9	Team 2
13	89	Team 3	Team 8
13	90	Team 7	Team 4
13	91	Team 5	Team 6
14	92	Team 15	Team 13
14	93	Team 12	Team 1
14	94	Team 2	Team 11
14	95	Team 10	Team 3
14	96	Team 4	Team 9
14	97	Team 8	Team 5
14	98	Team 6	Team 7
15	99	Team 1	Team 14
15	100	Team 13	Team 2
15	101	Team 3	Team 12
15	102	Team 11	Team 4
15	103	Team 5	Team 10
15	104	Team 9	Team 6
15	105	Team 7	Team 8
16	106	Team 15	Team 2
16	107	Team 3	Team 14
16	108	Team 13	Team 4
16	109	Team 5	Team 12
16	110	Team 11	Team 6
16	111	Team 7	Team 10
16	112	Team 9	Team 8
17	113	Team 1	Team 3
17	114	Team 4	Team 15
17	115	Team 14	Team 5
17	116	Team 6	Team 13
17	117	Team 12	Team 7
17	118	Team 8	Team 11
17	119	Team 10	Team 9
18	120	Team 2	Team 4
18	121	Team 5	Team 1
18	122	Team 15	Team 6
18	123	Team 7	Team 14
18	124	Team 13	Team 8
18	125	Team 9	Team 12
18	126	Team 11	Team 10
19	127	Team 3	Team 5
19	128	Team 6	Team 2
19	129	Team 1	Team 7
19	130	Team 8	Team 15
19	131	Team 14	Team 9
19	132	Team 10	Team 13
19	133	Team 12	Team 11
20	134	Team 4	Team 6
20	135	Team 7	Team 3
20	136	Team 2	Team 8
20	137	Team 9	Team 1
20	138	Team 15	Team 10
20	139	Team 11	Team 14
20	140	Team 13	Team 12
21	141	Team 5	Team 7
21	142	Team 8	Team 4
21	143	Team 3	Team 9
21	144	Team 10	Team 2
21	145	Team 1	Team 11
21	146	Team 12	Team 15
21	147	Team 14	Team 13
22	148	Team 6	Team 8
22	149	Team 9	Team 5
22	150	Team 4	Team 10
22	151	Team 11	Team 3
22	152	Team 2	Team 12
22	153	Team 13	Team 1
22	154	Team 15	Team 14
23	155	Team 7	Team 9
23	156	Team 10	Team 6
23	157	Team 5	Team 11
23	158	Team 12	Team 4
23	159	Team 3	Team 13
23	160	Team 14	Team 2
23	161	Team 1	Team 15
24	162	Team 8	Team 10
24	163	Team 11	Team 7
24	164	Team 6	Team 12
24	165	Team 13	Team 5
24	166	Team 4	Team 14
24	167	Team 15	Team 3
24	168	Team 2	Team 1
25	169	Team 9	Team 11
25	170	Team 12	Team 8
25	171	Team 7	Team 13
25	172	Team 14	Team 6
25	173	Team 5	Team 15
25	174	Team 1	Team 4
25	175	Team 3	Team 2
26	176	Team 10	Team 12
26	177	Team 13	Team 9
26	178	Team 8	Team 14
26	179	Team 15	Team 7
26	180	Team 6	Team 1
26	181	Team 2	Team 5
26	182	Team 4	Team 3
27	183	Team 11	Team 13
27	184	Team 14	Team 10
27	185	Team 9	Team 15
27	186	Team 1	Team 8
27	187	Team 7	Team 2
27	188	Team 3	Team 6
27	189	Team 5	Team 4
28	190	Team 12	Team 14
28	191	Team 15	Team 11
28	192	Team 10	Team 1
