Round	Game #	Home Team	Visitor Team
1	1	Team 2	Team 13
1	2	Team 12	Team 3
1	3	Team 4	Team 11
1	4	Team 10	Team 5
1	5	Team 6	Team 9
1	6	Team 8	Team 7
2	7	Team 3	Team 1
2	8	Team 13	Team 4
2	9	Team 5	Team 12
2	10	Team 11	Team 6
2	11	Team 7	Team 10
2	12	Team 9	Team 8
3	13	Team 4	Team 2
3	14	Team 1	Team 5
3	15	Team 6	Team 13
3	16	Team 12	Team 7
3	17	Team 8	Team 11
3	18	Team 10	Team 9
4	19	Team 5	Team 3
4	20	Team 2	Team 6
4	21	Team 7	Team 1
4	22	Team 13	Team 8
4	23	Team 9	Team 12
4	24	Team 11	Team 10
5	25	Team 6	Team 4
5	26	Team 3	Team 7
5	27	Team 8	Team 2
5	28	Team 1	Team 9
5	29	Team 10	Team 13
5	30	Team 12	Team 11
6	31	Team 7	Team 5
6	32	Team 4	Team 8
6	33	Team 9	Team 3
6	34	Team 2	Team 10
6	35	Team 11	Team 1
6	36	Team 13	Team 12
7	37	Team 8	Team 6
7	38	Team 5	Team 9
7	39	Team 10	Team 4
7	40	Team 3	Team 11
7	41	Team 12	Team 2
7	42	Team 1	Team 13
8	43	Team 9	Team 7
8	44	Team 6	Team 10
8	45	Team 11	Team 5
8	46	Team 4	Team 12
8	47	Team 13	Team 3
8	48	Team 2	Team 1
9	49	Team 10	Team 8
9	50	Team 7	Team 11
9	51	Team 12	Team 6
9	52	Team 5	Team 13
9	53	Team 1	Team 4
9	54	Team 3	Team 2
10	55	Team 11	Team 9
10	56	Team 8	Team 12
10	57	Team 13	Team 7
10	58	Team 6	Team 1
10	59	Team 2	Team 5
10	60	Team 4	Team 3
11	61	Team 12	Team 10
11	62	Team 9	Team 13
11	63	Team 1	Team 8
11	64	Team 7	Team 2
11	65	Team 3	Team 6
11	66	Team 5	Team 4
12	67	Team 13	Team 11
12	68	Team 10	Team 1
12	69	Team 2	Team 9
12	70	Team 8	Team 3
12	71	Team 4	Team 7
12	72	Team 6	Team 5
13	73	Team 1	Team 12
13	74	Team 11	Team 2
13	75	Team 3	Team 10
13	76	Team 9	Team 4
13	77	Team 5	Team 8
13	78	Team 7	Team 6
14	79	Team 13	Team 2
14	80	Team 3	Team 12
14	81	Team 11	Team 4
14	82	Team 5	Team 10
14	83	Team 9	Team 6
14	84	Team 7	Team 8
15	85	Team 1	Team 3
15	86	Team 4	Team 13
15	87	Team 12	Team 5
15	88	Team 6	Team 11
15	89	Team 10	Team 7
15	90	Team 8	Team 9
16	91	Team 2	Team 4
16	92	Team 5	Team 1
16	93	Team 13	Team 6
16	94	Team 7	Team 12
16	95	Team 11	Team 8
16	96	Team 9	Team 10
17	97	Team 3	Team 5
17	98	Team 6	Team 2
17	99	Team 1	Team 7
17	100	Team 8	Team 13
17	101	Team 12	Team 9
17	102	Team 10	Team 11
18	103	Team 4	Team 6
18	104	Team 7	Team 3
18	105	Team 2	Team 8
18	106	Team 9	Team 1
18	107	Team 13	Team 10
18	108	Team 11	Team 12
19	109	Team 5	Team 7
19	110	Team 8	Team 4
19	111	Team 3	Team 9
19	112	Team 10	Team 2
19	113	Team 1	Team 11
19	114	Team 12	Team 13
20	115	Team 6	Team 8
20	116	Team 9	Team 5
20	117	Team 4	Team 10
20	118	Team 11	Team 3
20	119	Team 2	Team 12
20	120	Team 13	Team 1
21	121	Team 7	Team 9
