Round	Game #	Home Team	Visitor Team
1	1	Team 18	Team 1
1	2	Team 17	Team 2
1	3	Team 3	Team 16
1	4	Team 15	Team 4
1	5	Team 5	Team 14
1	6	Team 13	Team 6
1	7	Team 7	Team 12
1	8	Team 11	Team 8
1	9	Team 9	Team 10
2	10	Team 2	Team 18
2	11	Team 1	Team 3
2	12	Team 4	Team 17
2	13	Team 16	Team 5
2	14	Team 6	Team 15
2	15	Team 14	Team 7
2	16	Team 8	Team 13
2	17	Team 12	Team 9
2	18	Team 10	Team 11
3	19	Team 18	Team 3
3	20	Team 2	Team 4
3	21	Team 5	Team 1
3	22	Team 17	Team 6
3	23	Team 7	Team 16
3	24	Team 15	Team 8
3	25	Team 9	Team 14
3	26	Team 13	Team 10
3	27	Team 11	Team 12
4	28	Team 4	Team 18
4	29	Team 3	Team 5
4	30	Team 6	Team 2
4	31	Team 1	Team 7
4	32	Team 8	Team 17
4	33	Team 16	Team 9
4	34	Team 10	Team 15
4	35	Team 14	Team 11
4	36	Team 12	Team 13
5	37	Team 18	Team 5
5	38	Team 4	Team 6
5	39	Team 7	Team 3
5	40	Team 2	Team 8
5	41	Team 9	Team 1
5	42	Team 17	Team 10
5	43	Team 11	Team 16
5	44	Team 15	Team 12
5	45	Team 13	Team 14
6	46	Team 6	Team 18
6	47	Team 5	Team 7
6	48	Team 8	Team 4
6	49	Team 3	Team 9
6	50	Team 10	Team 2
6	51	Team 1	Team 11
6	52	Team 12	Team 17
6	53	Team 16	Team 13
6	54	Team 14	Team 15
7	55	Team 18	Team 7
7	56	Team 6	Team 8
7	57	Team 9	Team 5
7	58	Team 4	Team 10
7	59	Team 11	Team 3
7	60	Team 2	Team 12
7	61	Team 13	Team 1
7	62	Team 17	Team 14
7	63	Team 15	Team 16
8	64	Team 8	Team 18
8	65	Team 7	Team 9
8	66	Team 10	Team 6
8	67	Team 5	Team 11
8	68	Team 12	Team 4
8	69	Team 3	Team 13
8	70	Team 14	Team 2
8	71	Team 1	Team 15
8	72	Team 16	Team 17
9	73	Team 18	Team 9
9	74	Team 8	Team 10
9	75	Team 11	Team 7
9	76	Team 6	Team 12
9	77	Team 13	Team 5
9	78	Team 4	Team 14
9	79	Team 15	Team 3
9	80	Team 2	Team 16
9	81	Team 17	Team 1
10	82	Team 10	Team 18
10	83	Team 9	Team 11
10	84	Team 12	Team 8
10	85	Team 7	Team 13
10	86	Team 14	Team 6
10	87	Team 5	Team 15
10	88	Team 16	Team 4
10	89	Team 3	Team 17
10	90	Team 1	Team 2
11	91	Team 18	Team 11
11	92	Team 10	Team 12
11	93	Team 13	Team 9
11	94	Team 8	Team 14
11	95	Team 15	Team 7
11	96	Team 6	Team 16
11	97	Team 17	Team 5
11	98	Team 4	Team 1
11	99	Team 2	Team 3
12	100	Team 12	Team 18
12	101	Team 11	Team 13
12	102	Team 14	Team 10
12	103	Team 9	Team 15
12	104	Team 16	Team 8
12	105	Team 7	Team 17
12	106	Team 1	Team 6
12	107	Team 5	Team 2
12	108	Team 3	Team 4
13	109	Team 18	Team 13
13	110	Team 12	Team 14
13	111	Team 15	Team 11
13	112	Team 10	Team 16
13	113	Team 17	Team 9
13	114	Team 8	Team 1
13	115	Team 2	Team 7
13	116	Team 6	Team 3
13	117	Team 4	Team 5
14	118	Team 14	Team 18
14	119	Team 13	Team 15
14	120	Team 16	Team 12
14	121	Team 11	Team 17
14	122	Team 1	Team 10
14	123	Team 9	Team 2
14	124	Team 3	Team 8
14	125	Team 7	Team 4
14	126	Team 5	Team 6
15	127	Team 18	Team 15
15	128	Team 14	Team 16
15	129	Team 17	Team 13
15	130	Team 12	Team 1
15	131	Team 2	Team 11
15	132	Team 10	Team 3
15	133	Team 4	Team 9
15	134	Team 8	Team 5
15	135	Team 6	Team 7
16	136	Team 16	Team 18
16	137	Team 15	Team 17
16	138	Team 1	Team 14
16	139	Team 13	Team 2
16	140	Team 3	Team 12
16	141	Team 11	Team 4
16	142	Team 5	Team 10
16	143	Team 9	Team 6
16	144	Team 7	Team 8
17	145	Team 18	Team 17
17	146	Team 16	Team 1
17	147	Team 2	Team 15
17	148	Team 14	Team 3
17	149	Team 4	Team 13
17	150	Team 12	Team 5
17	151	Team 6	Team 11
17	152	Team 10	Team 7
17	153	Team 8	Team 9
18	154	Team 1	Team 18
18	155	Team 2	Team 17
18	156	Team 16	Team 3
18	157	Team 4	Team 15
18	158	Team 14	Team 5
18	159	Team 6	Team 13
18	160	Team 12	Team 7
18	161	Team 8	Team 11
18	162	Team 10	Team 9
19	163	Team 18	Team 2
19	164	Team 3	Team 1
19	165	Team 17	Team 4
19	166	Team 5	Team 16
19	167	Team 15	Team 6
19	168	Team 7	Team 14
19	169	Team 13	Team 8
19	170	Team 9	Team 12
19	171	Team 11	Team 10
20	172	Team 3	Team 18
20	173	Team 4	Team 2
20	174	Team 1	Team 5
20	175	Team 6	Team 17
20	176	Team 16	Team 7
20	177	Team 8	Team 15
20	178	Team 14	Team 9
20	179	Team 10	Team 13
20	180	Team 12	Team 11
21	181	Team 18	Team 4
21	182	Team 5	Team 3
21	183	Team 2	Team 6
21	184	Team 7	Team 1
21	185	Team 17	Team 8
21	186	Team 9	Team 16
21	187	Team 15	Team 10
