Round	Game #	Home Team	Visitor Team
1	1	Team 26	Team 1
1	2	Team 25	Team 2
1	3	Team 3	Team 24
1	4	Team 23	Team 4
1	5	Team 5	Team 22
1	6	Team 21	Team 6
1	7	Team 7	Team 20
1	8	Team 19	Team 8
1	9	Team 9	Team 18
1	10	Team 17	Team 10
1	11	Team 11	Team 16
1	12	Team 15	Team 12
1	13	Team 13	Team 14
2	14	Team 2	Team 26
2	15	Team 1	Team 3
2	16	Team 4	Team 25
2	17	Team 24	Team 5
2	18	Team 6	Team 23
2	19	Team 22	Team 7
2	20	Team 8	Team 21
2	21	Team 20	Team 9
2	22	Team 10	Team 19
2	23	Team 18	Team 11
2	24	Team 12	Team 17
2	25	Team 16	Team 13
2	26	Team 14	Team 15
3	27	Team 26	Team 3
3	28	Team 2	Team 4
3	29	Team 5	Team 1
3	30	Team 25	Team 6
3	31	Team 7	Team 24
3	32	Team 23	Team 8
3	33	Team 9	Team 22
3	34	Team 21	Team 10
3	35	Team 11	Team 20
3	36	Team 19	Team 12
3	37	Team 13	Team 18
3	38	Team 17	Team 14
3	39	Team 15	Team 16
4	40	Team 4	Team 26
4	41	Team 3	Team 5
4	42	Team 6	Team 2
4	43	Team 1	Team 7
4	44	Team 8	Team 25
4	45	Team 24	Team 9
4	46	Team 10	Team 23
4	47	Team 22	Team 11
4	48	Team 12	Team 21
4	49	Team 20	Team 13
4	50	Team 14	Team 19
4	51	Team 18	Team 15
4	52	Team 16	Team 17
5	53	Team 26	Team 5
5	54	Team 4	Team 6
5	55	Team 7	Team 3
5	56	Team 2	Team 8
5	57	Team 9	Team 1
5	58	Team 25	Team 10
5	59	Team 11	Team 24
5	60	Team 23	Team 12
5	61	Team 13	Team 22
5	62	Team 21	Team 14
5	63	Team 15	Team 20
5	64	Team 19	Team 16
5	65	Team 17	Team 18
6	66	Team 6	Team 26
6	67	Team 5	Team 7
6	68	Team 8	Team 4
6	69	Team 3	Team 9
6	70	Team 10	Team 2
6	71	Team 1	Team 11
6	72	Team 12	Team 25
6	73	Team 24	Team 13
6	74	Team 14	Team 23
6	75	Team 22	Team 15
6	76	Team 16	Team 21
6	77	Team 20	Team 17
6	78	Team 18	Team 19
7	79	Team 26	Team 7
7	80	Team 6	Team 8
7	81	Team 9	Team 5
7	82	Team 4	Team 10
7	83	Team 11	Team 3
7	84	Team 2	Team 12
7	85	Team 13	Team 1
7	86	Team 25	Team 14
7	87	Team 15	Team 24
7	88	Team 23	Team 16
7	89	Team 17	Team 22
7	90	Team 21	Team 18
7	91	Team 19	Team 20
8	92	Team 8	Team 26
8	93	Team 7	Team 9
8	94	Team 10	Team 6
8	95	Team 5	Team 11
8	96	Team 12	Team 4
8	97	Team 3	Team 13
8	98	Team 14	Team 2
8	99	Team 1	Team 15
8	100	Team 16	Team 25
8	101	Team 24	Team 17
8	102	Team 18	Team 23
8	103	Team 22	Team 19
8	104	Team 20	Team 21
9	105	Team 26	Team 9
9	106	Team 8	Team 10
9	107	Team 11	Team 7
9	108	Team 6	Team 12
9	109	Team 13	Team 5
9	110	Team 4	Team 14
9	111	Team 15	Team 3
9	112	Team 2	Team 16
9	113	Team 17	Team 1
9	114	Team 25	Team 18
9	115	Team 19	Team 24
9	116	Team 23	Team 20
9	117	Team 21	Team 22
10	118	Team 10	Team 26
10	119	Team 9	Team 11
10	120	Team 12	Team 8
10	121	Team 7	Team 13
10	122	Team 14	Team 6
10	123	Team 5	Team 15
10	124	Team 16	Team 4
10	125	Team 3	Team 17
10	126	Team 18	Team 2
10	127	Team 1	Team 19
10	128	Team 20	Team 25
10	129	Team 24	Team 21
10	130	Team 22	Team 23
11	131	Team 26	Team 11
11	132	Team 10	Team 12
11	133	Team 13	Team 9
11	134	Team 8	Team 14
11	135	Team 15	Team 7
11	136	Team 6	Team 16
11	137	Team 17	Team 5
11	138	Team 4	Team 18
11	139	Team 19	Team 3
11	140	Team 2	Team 20
11	141	Team 21	Team 1
11	142	Team 25	Team 22
11	143	Team 23	Team 24
12	144	Team 12	Team 26
12	145	Team 11	Team 13
12	146	Team 14	Team 10
12	147	Team 9	Team 15
12	148	Team 16	Team 8
12	149	Team 7	Team 17
12	150	Team 18	Team 6
12	151	Team 5	Team 19
12	152	Team 20	Team 4
12	153	Team 3	Team 21
12	154	Team 22	Team 2
12	155	Team 1	Team 23
12	156	Team 24	Team 25
13	157	Team 26	Team 13
13	158	Team 12	Team 14
13	159	Team 15	Team 11
13	160	Team 10	Team 16
13	161	Team 17	Team 9
13	162	Team 8	Team 18
13	163	Team 19	Team 7
13	164	Team 6	Team 20
13	165	Team 21	Team 5
13	166	Team 4	Team 22
13	167	Team 23	Team 3
13	168	Team 2	Team 24
13	169	Team 25	Team 1
14	170	Team 14	Team 26
14	171	Team 13	Team 15
14	172	Team 16	Team 12
14	173	Team 11	Team 17
14	174	Team 18	Team 10
14	175	Team 9	Team 19
14	176	Team 20	Team 8
14	177	Team 7	Team 21
14	178	Team 22	Team 6
14	179	Team 5	Team 23
14	180	Team 24	Team 4
14	181	Team 3	Team 25
14	182	Team 1	Team 2
15	183	Team 26	Team 15
15	184	Team 14	Team 16
15	185	Team 17	Team 13
15	186	Team 12	Team 18
15	187	Team 19	Team 11
15	188	Team 10	Team 20
15	189	Team 21	Team 9
15	190	Team 8	Team 22
15	191	Team 23	Team 7
15	192	Team 6	Team 24
15	193	Team 25	Team 5
15	194	Team 4	Team 1
15	195	Team 2	Team 3
16	196	Team 16	Team 26
16	197	Team 15	Team 17
16	198	Team 18	Team 14
16	199	Team 13	Team 19
16	200	Team 20	Team 12
16	201	Team 11	Team 21
16	202	Team 22	Team 10
16	203	Team 9	Team 23
16	204	Team 24	Team 8
16	205	Team 7	Team 25
16	206	Team 1	Team 6
16	207	Team 5	Team 2
16	208	Team 3	Team 4
17	209	Team 26	Team 17
17	210	Team 16	Team 18
17	211	Team 19	Team 15
17	212	Team 14	Team 20
17	213	Team 21	Team 13
17	214	Team 12	Team 22
17	215	Team 23	Team 11
17	216	Team 10	Team 24
17	217	Team 25	Team 9
17	218	Team 8	Team 1
17	219	Team 2	Team 7
17	220	Team 6	Team 3
17	221	Team 4	Team 5
18	222	Team 18	Team 26
18	223	Team 17	Team 19
18	224	Team 20	Team 16
18	225	Team 15	Team 21
18	226	Team 22	Team 14
18	227	Team 13	Team 23
18	228	Team 24	Team 12
18	229	Team 11	Team 25
18	230	Team 1	Team 10
18	231	Team 9	Team 2
18	232	Team 3	Team 8
18	233	Team 7	Team 4
18	234	Team 5	Team 6
19	235	Team 26	Team 19
19	236	Team 18	Team 20
19	237	Team 21	Team 17
19	238	Team 16	Team 22
19	239	Team 23	Team 15
19	240	Team 14	Team 24
19	241	Team 25	Team 13
19	242	Team 12	Team 1
19	243	Team 2	Team 11
19	244	Team 10	Team 3
19	245	Team 4	Team 9
19	246	Team 8	Team 5
19	247	Team 6	Team 7
20	248	Team 20	Team 26
20	249	Team 19	Team 21
20	250	Team 22	Team 18
20	251	Team 17	Team 23
20	252	Team 24	Team 16
20	253	Team 15	Team 25
20	254	Team 1	Team 14
20	255	Team 13	Team 2
20	256	Team 3	Team 12
20	257	Team 11	Team 4
20	258	Team 5	Team 10
20	259	Team 9	Team 6
20	260	Team 7	Team 8
21	261	Team 26	Team 21
21	262	Team 20	Team 22
21	263	Team 23	Team 19
21	264	Team 18	Team 24
21	265	Team 25	Team 17
21	266	Team 16	Team 1
21	267	Team 2	Team 15
21	268	Team 14	Team 3
21	269	Team 4	Team 13
21	270	Team 12	Team 5
21	271	Team 6	Team 11
21	272	Team 10	Team 7
21	273	Team 8	Team 9
22	274	Team 22	Team 26
22	275	Team 21	Team 23
22	276	Team 24	Team 20
22	277	Team 19	Team 25
22	278	Team 1	Team 18
22	279	Team 17	Team 2
22	280	Team 3	Team 16
22	281	Team 15	Team 4
22	282	Team 5	Team 14
22	283	Team 13	Team 6
22	284	Team 7	Team 12
22	285	Team 11	Team 8
22	286	Team 9	Team 10
23	287	Team 26	Team 23
23	288	Team 22	Team 24
23	289	Team 25	Team 21
23	290	Team 20	Team 1
23	291	Team 2	Team 19
23	292	Team 18	Team 3
23	293	Team 4	Team 17
23	294	Team 16	Team 5
23	295	Team 6	Team 15
23	296	Team 14	Team 7
23	297	Team 8	Team 13
23	298	Team 12	Team 9
23	299	Team 10	Team 11
24	300	Team 24	Team 26
24	301	Team 23	Team 25
24	302	Team 1	Team 22
24	303	Team 21	Team 2
24	304	Team 3	Team 20
24	305	Team 19	Team 4
24	306	Team 5	Team 18
24	307	Team 17	Team 6
24	308	Team 7	Team 16
24	309	Team 15	Team 8
24	310	Team 9	Team 14
24	311	Team 13	Team 10
24	312	Team 11	Team 12
25	313	Team 26	Team 25
25	314	Team 24	Team 1
25	315	Team 2	Team 23
25	316	Team 22	Team 3
25	317	Team 4	Team 21
25	318	Team 20	Team 5
25	319	Team 6	Team 19
25	320	Team 18	Team 7
25	321	Team 8	Team 17
25	322	Team 16	Team 9
25	323	Team 10	Team 15
25	324	Team 14	Team 11
25	325	Team 12	Team 13
26	326	Team 1	Team 26
26	327	Team 2	Team 25
26	328	Team 24	Team 3
26	329	Team 4	Team 23
26	330	Team 22	Team 5
26	331	Team 6	Team 21
26	332	Team 20	Team 7
26	333	Team 8	Team 19
26	334	Team 18	Team 9
26	335	Team 10	Team 17
26	336	Team 16	Team 11
26	337	Team 12	Team 15
26	338	Team 14	Team 13
27	339	Team 26	Team 2
27	340	Team 3	Team 1
27	341	Team 25	Team 4
27	342	Team 5	Team 24
27	343	Team 23	Team 6
27	344	Team 7	Team 22
27	345	Team 21	Team 8
27	346	Team 9	Team 20
27	347	Team 19	Team 10
27	348	Team 11	Team 18
27	349	Team 17	Team 12
27	350	Team 13	Team 16
27	351	Team 15	Team 14
28	352	Team 3	Team 26
28	353	Team 4	Team 2
28	354	Team 1	Team 5
28	355	Team 6	Team 25
28	356	Team 24	Team 7
28	357	Team 8	Team 23
28	358	Team 22	Team 9
28	359	Team 10	Team 21
28	360	Team 20	Team 11
28	361	Team 12	Team 19
28	362	Team 18	Team 13
28	363	Team 14	Team 17
28	364	Team 16	Team 15
29	365	Team 26	Team 4
29	366	Team 5	Team 3
29	367	Team 2	Team 6
29	368	Team 7	Team 1
29	369	Team 25	Team 8
29	370	Team 9	Team 24
29	371	Team 23	Team 10
29	372	Team 11	Team 22
29	373	Team 21	Team 12
29	374	Team 13	Team 20
29	375	Team 19	Team 14
29	376	Team 15	Team 18
29	377	Team 17	Team 16
30	378	Team 5	Team 26
30	379	Team 6	Team 4
30	380	Team 3	Team 7
30	381	Team 8	Team 2
30	382	Team 1	Team 9
30	383	Team 10	Team 25
30	384	Team 24	Team 11
30	385	Team 12	Team 23
30	386	Team 22	Team 13
30	387	Team 14	Team 21
30	388	Team 20	Team 15
30	389	Team 16	Team 19
30	390	Team 18	Team 17
31	391	Team 26	Team 6
31	392	Team 7	Team 5
31	393	Team 4	Team 8
31	394	Team 9	Team 3
31	395	Team 2	Team 10
31	396	Team 11	Team 1
31	397	Team 25	Team 12
31	398	Team 13	Team 24
31	399	Team 23	Team 14
31	400	Team 15	Team 22
