Round	Game #	Home Team	Visitor Team
1	1	Team 20	Team 1
1	2	Team 19	Team 2
1	3	Team 3	Team 18
1	4	Team 17	Team 4
1	5	Team 5	Team 16
1	6	Team 15	Team 6
1	7	Team 7	Team 14
1	8	Team 13	Team 8
1	9	Team 9	Team 12
1	10	Team 11	Team 10
2	11	Team 2	Team 20
2	12	Team 1	Team 3
2	13	Team 4	Team 19
2	14	Team 18	Team 5
2	15	Team 6	Team 17
2	16	Team 16	Team 7
2	17	Team 8	Team 15
2	18	Team 14	Team 9
2	19	Team 10	Team 13
2	20	Team 12	Team 11
3	21	Team 20	Team 3
3	22	Team 2	Team 4
3	23	Team 5	Team 1
3	24	Team 19	Team 6
3	25	Team 7	Team 18
3	26	Team 17	Team 8
3	27	Team 9	Team 16
3	28	Team 15	Team 10
3	29	Team 11	Team 14
3	30	Team 13	Team 12
4	31	Team 4	Team 20
4	32	Team 3	Team 5
4	33	Team 6	Team 2
4	34	Team 1	Team 7
4	35	Team 8	Team 19
4	36	Team 18	Team 9
4	37	Team 10	Team 17
4	38	Team 16	Team 11
4	39	Team 12	Team 15
4	40	Team 14	Team 13
5	41	Team 20	Team 5
5	42	Team 4	Team 6
5	43	Team 7	Team 3
5	44	Team 2	Team 8
5	45	Team 9	Team 1
5	46	Team 19	Team 10
5	47	Team 11	Team 18
5	48	Team 17	Team 12
5	49	Team 13	Team 16
5	50	Team 15	Team 14
6	51	Team 6	Team 20
6	52	Team 5	Team 7
6	53	Team 8	Team 4
6	54	Team 3	Team 9
6	55	Team 10	Team 2
6	56	Team 1	Team 11
6	57	Team 12	Team 19
6	58	Team 18	Team 13
6	59	Team 14	Team 17
6	60	Team 16	Team 15
7	61	Team 20	Team 7
7	62	Team 6	Team 8
7	63	Team 9	Team 5
7	64	Team 4	Team 10
7	65	Team 11	Team 3
7	66	Team 2	Team 12
7	67	Team 13	Team 1
7	68	Team 19	Team 14
7	69	Team 15	Team 18
7	70	Team 17	Team 16
8	71	Team 8	Team 20
8	72	Team 7	Team 9
8	73	Team 10	Team 6
8	74	Team 5	Team 11
8	75	Team 12	Team 4
8	76	Team 3	Team 13
8	77	Team 14	Team 2
8	78	Team 1	Team 15
8	79	Team 16	Team 19
8	80	Team 18	Team 17
9	81	Team 20	Team 9
9	82	Team 8	Team 10
9	83	Team 11	Team 7
9	84	Team 6	Team 12
9	85	Team 13	Team 5
9	86	Team 4	Team 14
9	87	Team 15	Team 3
9	88	Team 2	Team 16
9	89	Team 17	Team 1
9	90	Team 19	Team 18
10	91	Team 10	Team 20
10	92	Team 9	Team 11
10	93	Team 12	Team 8
10	94	Team 7	Team 13
10	95	Team 14	Team 6
10	96	Team 5	Team 15
10	97	Team 16	Team 4
10	98	Team 3	Team 17
10	99	Team 18	Team 2
10	100	Team 1	Team 19
11	101	Team 20	Team 11
11	102	Team 10	Team 12
11	103	Team 13	Team 9
11	104	Team 8	Team 14
11	105	Team 15	Team 7
11	106	Team 6	Team 16
11	107	Team 17	Team 5
11	108	Team 4	Team 18
11	109	Team 19	Team 3
11	110	Team 2	Team 1
12	111	Team 12	Team 20
12	112	Team 11	Team 13
12	113	Team 14	Team 10
12	114	Team 9	Team 15
12	115	Team 16	Team 8
12	116	Team 7	Team 17
12	117	Team 18	Team 6
12	118	Team 5	Team 19
12	119	Team 1	Team 4
12	120	Team 3	Team 2
13	121	Team 20	Team 13
13	122	Team 12	Team 14
13	123	Team 15	Team 11
13	124	Team 10	Team 16
13	125	Team 17	Team 9
13	126	Team 8	Team 18
13	127	Team 19	Team 7
13	128	Team 6	Team 1
13	129	Team 2	Team 5
13	130	Team 4	Team 3
14	131	Team 14	Team 20
14	132	Team 13	Team 15
14	133	Team 16	Team 12
14	134	Team 11	Team 17
14	135	Team 18	Team 10
14	136	Team 9	Team 19
14	137	Team 1	Team 8
14	138	Team 7	Team 2
14	139	Team 3	Team 6
14	140	Team 5	Team 4
15	141	Team 20	Team 15
15	142	Team 14	Team 16
15	143	Team 17	Team 13
15	144	Team 12	Team 18
15	145	Team 19	Team 11
15	146	Team 10	Team 1
15	147	Team 2	Team 9
15	148	Team 8	Team 3
15	149	Team 4	Team 7
15	150	Team 6	Team 5
16	151	Team 16	Team 20
16	152	Team 15	Team 17
16	153	Team 18	Team 14
16	154	Team 13	Team 19
16	155	Team 1	Team 12
16	156	Team 11	Team 2
16	157	Team 3	Team 10
16	158	Team 9	Team 4
16	159	Team 5	Team 8
16	160	Team 7	Team 6
17	161	Team 20	Team 17
17	162	Team 16	Team 18
17	163	Team 19	Team 15
17	164	Team 14	Team 1
17	165	Team 2	Team 13
17	166	Team 12	Team 3
17	167	Team 4	Team 11
17	168	Team 10	Team 5
17	169	Team 6	Team 9
17	170	Team 8	Team 7
18	171	Team 18	Team 20
18	172	Team 17	Team 19
18	173	Team 1	Team 16
18	174	Team 15	Team 2
18	175	Team 3	Team 14
18	176	Team 13	Team 4
18	177	Team 5	Team 12
18	178	Team 11	Team 6
18	179	Team 7	Team 10
18	180	Team 9	Team 8
19	181	Team 20	Team 19
19	182	Team 18	Team 1
19	183	Team 2	Team 17
19	184	Team 16	Team 3
19	185	Team 4	Team 15
19	186	Team 14	Team 5
19	187	Team 6	Team 13
19	188	Team 12	Team 7
19	189	Team 8	Team 11
19	190	Team 10	Team 9
20	191	Team 1	Team 20
20	192	Team 2	Team 19
20	193	Team 18	Team 3
20	194	Team 4	Team 17
20	195	Team 16	Team 5
20	196	Team 6	Team 15
20	197	Team 14	Team 7
20	198	Team 8	Team 13
20	199	Team 12	Team 9
20	200	Team 10	Team 11
21	201	Team 20	Team 2
21	202	Team 3	Team 1
21	203	Team 19	Team 4
21	204	Team 5	Team 18
21	205	Team 17	Team 6
21	206	Team 7	Team 16
21	207	Team 15	Team 8
21	208	Team 9	Team 14
21	209	Team 13	Team 10
21	210	Team 11	Team 12
22	211	Team 3	Team 20
22	212	Team 4	Team 2
22	213	Team 1	Team 5
22	214	Team 6	Team 19
22	215	Team 18	Team 7
22	216	Team 8	Team 17
22	217	Team 16	Team 9
22	218	Team 10	Team 15
22	219	Team 14	Team 11
22	220	Team 12	Team 13
23	221	Team 20	Team 4
23	222	Team 5	Team 3
23	223	Team 2	Team 6
23	224	Team 7	Team 1
