Round	Game #	Home Team	Visitor Team
1	1	Team 2	Team 31
1	2	Team 30	Team 3
1	3	Team 4	Team 29
1	4	Team 28	Team 5
1	5	Team 6	Team 27
1	6	Team 26	Team 7
1	7	Team 8	Team 25
1	8	Team 24	Team 9
1	9	Team 10	Team 23
1	10	Team 22	Team 11
1	11	Team 12	Team 21
1	12	Team 20	Team 13
1	13	Team 14	Team 19
1	14	Team 18	Team 15
1	15	Team 16	Team 17
2	16	Team 3	Team 1
2	17	Team 31	Team 4
2	18	Team 5	Team 30
2	19	Team 29	Team 6
2	20	Team 7	Team 28
2	21	Team 27	Team 8
2	22	Team 9	Team 26
2	23	Team 25	Team 10
2	24	Team 11	Team 24
2	25	Team 23	Team 12
2	26	Team 13	Team 22
2	27	Team 21	Team 14
2	28	Team 15	Team 20
2	29	Team 19	Team 16
2	30	Team 17	Team 18
3	31	Team 4	Team 2
3	32	Team 1	Team 5
3	33	Team 6	Team 31
3	34	Team 30	Team 7
3	35	Team 8	Team 29
3	36	Team 28	Team 9
3	37	Team 10	Team 27
3	38	Team 26	Team 11
3	39	Team 12	Team 25
3	40	Team 24	Team 13
3	41	Team 14	Team 23
3	42	Team 22	Team 15
3	43	Team 16	Team 21
3	44	Team 20	Team 17
3	45	Team 18	Team 19
4	46	Team 5	Team 3
4	47	Team 2	Team 6
4	48	Team 7	Team 1
4	49	Team 31	Team 8
4	50	Team 9	Team 30
4	51	Team 29	Team 10
4	52	Team 11	Team 28
4	53	Team 27	Team 12
4	54	Team 13	Team 26
4	55	Team 25	Team 14
4	56	Team 15	Team 24
4	57	Team 23	Team 16
4	58	Team 17	Team 22
4	59	Team 21	Team 18
4	60	Team 19	Team 20
5	61	Team 6	Team 4
5	62	Team 3	Team 7
5	63	Team 8	Team 2
5	64	Team 1	Team 9
5	65	Team 10	Team 31
5	66	Team 30	Team 11
5	67	Team 12	Team 29
5	68	Team 28	Team 13
5	69	Team 14	Team 27
5	70	Team 26	Team 15
5	71	Team 16	Team 25
5	72	Team 24	Team 17
5	73	Team 18	Team 23
5	74	Team 22	Team 19
5	75	Team 20	Team 21
6	76	Team 7	Team 5
6	77	Team 4	Team 8
6	78	Team 9	Team 3
6	79	Team 2	Team 10
6	80	Team 11	Team 1
6	81	Team 31	Team 12
6	82	Team 13	Team 30
6	83	Team 29	Team 14
6	84	Team 15	Team 28
6	85	Team 27	Team 16
6	86	Team 17	Team 26
6	87	Team 25	Team 18
6	88	Team 19	Team 24
6	89	Team 23	Team 20
6	90	Team 21	Team 22
7	91	Team 8	Team 6
7	92	Team 5	Team 9
7	93	Team 10	Team 4
7	94	Team 3	Team 11
7	95	Team 12	Team 2
7	96	Team 1	Team 13
7	97	Team 14	Team 31
7	98	Team 30	Team 15
7	99	Team 16	Team 29
7	100	Team 28	Team 17
7	101	Team 18	Team 27
7	102	Team 26	Team 19
7	103	Team 20	Team 25
7	104	Team 24	Team 21
7	105	Team 22	Team 23
8	106	Team 9	Team 7
8	107	Team 6	Team 10
8	108	Team 11	Team 5
8	109	Team 4	Team 12
8	110	Team 13	Team 3
8	111	Team 2	Team 14
8	112	Team 15	Team 1
8	113	Team 31	Team 16
8	114	Team 17	Team 30
8	115	Team 29	Team 18
8	116	Team 19	Team 28
8	117	Team 27	Team 20
8	118	Team 21	Team 26
8	119	Team 25	Team 22
8	120	Team 23	Team 24
9	121	Team 10	Team 8
9	122	Team 7	Team 11
9	123	Team 12	Team 6
9	124	Team 5	Team 13
9	125	Team 14	Team 4
9	126	Team 3	Team 15
9	127	Team 16	Team 2
9	128	Team 1	Team 17
9	129	Team 18	Team 31
9	130	Team 30	Team 19
9	131	Team 20	Team 29
9	132	Team 28	Team 21
9	133	Team 22	Team 27
9	134	Team 26	Team 23
9	135	Team 24	Team 25
10	136	Team 11	Team 9
10	137	Team 8	Team 12
10	138	Team 13	Team 7
10	139	Team 6	Team 14
10	140	Team 15	Team 5
10	141	Team 4	Team 16
10	142	Team 17	Team 3
10	143	Team 2	Team 18
10	144	Team 19	Team 1
10	145	Team 31	Team 20
10	146	Team 21	Team 30
10	147	Team 29	Team 22
10	148	Team 23	Team 28
10	149	Team 27	Team 24
10	150	Team 25	Team 26
11	151	Team 12	Team 10
11	152	Team 9	Team 13
11	153	Team 14	Team 8
11	154	Team 7	Team 15
11	155	Team 16	Team 6
11	156	Team 5	Team 17
11	157	Team 18	Team 4
11	158	Team 3	Team 19
11	159	Team 20	Team 2
11	160	Team 1	Team 21
11	161	Team 22	Team 31
11	162	Team 30	Team 23
11	163	Team 24	Team 29
11	164	Team 28	Team 25
11	165	Team 26	Team 27
12	166	Team 13	Team 11
12	167	Team 10	Team 14
12	168	Team 15	Team 9
12	169	Team 8	Team 16
12	170	Team 17	Team 7
12	171	Team 6	Team 18
12	172	Team 19	Team 5
12	173	Team 4	Team 20
12	174	Team 21	Team 3
12	175	Team 2	Team 22
12	176	Team 23	Team 1
12	177	Team 31	Team 24
12	178	Team 25	Team 30
12	179	Team 29	Team 26
12	180	Team 27	Team 28
13	181	Team 14	Team 12
13	182	Team 11	Team 15
13	183	Team 16	Team 10
13	184	Team 9	Team 17
13	185	Team 18	Team 8
13	186	Team 7	Team 19
13	187	Team 20	Team 6
13	188	Team 5	Team 21
13	189	Team 22	Team 4
13	190	Team 3	Team 23
13	191	Team 24	Team 2
13	192	Team 1	Team 25
13	193	Team 26	Team 31
13	194	Team 30	Team 27
13	195	Team 28	Team 29
14	196	Team 15	Team 13
14	197	Team 12	Team 16
14	198	Team 17	Team 11
14	199	Team 10	Team 18
14	200	Team 19	Team 9
14	201	Team 8	Team 20
14	202	Team 21	Team 7
14	203	Team 6	Team 22
14	204	Team 23	Team 5
14	205	Team 4	Team 24
14	206	Team 25	Team 3
14	207	Team 2	Team 26
14	208	Team 27	Team 1
14	209	Team 31	Team 28
14	210	Team 29	Team 30
15	211	Team 16	Team 14
15	212	Team 13	Team 17
15	213	Team 18	Team 12
15	214	Team 11	Team 19
15	215	Team 20	Team 10
15	216	Team 9	Team 21
15	217	Team 22	Team 8
15	218	Team 7	Team 23
15	219	Team 24	Team 6
15	220	Team 5	Team 25
15	221	Team 26	Team 4
15	222	Team 3	Team 27
15	223	Team 28	Team 2
15	224	Team 1	Team 29
15	225	Team 30	Team 31
16	226	Team 17	Team 15
16	227	Team 14	Team 18
16	228	Team 19	Team 13
16	229	Team 12	Team 20
16	230	Team 21	Team 11
16	231	Team 10	Team 22
16	232	Team 23	Team 9
16	233	Team 8	Team 24
16	234	Team 25	Team 7
16	235	Team 6	Team 26
16	236	Team 27	Team 5
16	237	Team 4	Team 28
16	238	Team 29	Team 3
16	239	Team 2	Team 30
16	240	Team 31	Team 1
17	241	Team 18	Team 16
17	242	Team 15	Team 19
17	243	Team 20	Team 14
17	244	Team 13	Team 21
17	245	Team 22	Team 12
17	246	Team 11	Team 23
17	247	Team 24	Team 10
17	248	Team 9	Team 25
17	249	Team 26	Team 8
17	250	Team 7	Team 27
17	251	Team 28	Team 6
17	252	Team 5	Team 29
17	253	Team 30	Team 4
17	254	Team 3	Team 31
17	255	Team 1	Team 2
18	256	Team 19	Team 17
18	257	Team 16	Team 20
18	258	Team 21	Team 15
18	259	Team 14	Team 22
18	260	Team 23	Team 13
18	261	Team 12	Team 24
18	262	Team 25	Team 11
18	263	Team 10	Team 26
18	264	Team 27	Team 9
18	265	Team 8	Team 28
18	266	Team 29	Team 7
18	267	Team 6	Team 30
18	268	Team 31	Team 5
18	269	Team 4	Team 1
18	270	Team 2	Team 3
19	271	Team 20	Team 18
19	272	Team 17	Team 21
19	273	Team 22	Team 16
19	274	Team 15	Team 23
19	275	Team 24	Team 14
19	276	Team 13	Team 25
19	277	Team 26	Team 12
19	278	Team 11	Team 27
19	279	Team 28	Team 10
19	280	Team 9	Team 29
19	281	Team 30	Team 8
19	282	Team 7	Team 31
19	283	Team 1	Team 6
19	284	Team 5	Team 2
19	285	Team 3	Team 4
20	286	Team 21	Team 19
20	287	Team 18	Team 22
20	288	Team 23	Team 17
20	289	Team 16	Team 24
20	290	Team 25	Team 15
20	291	Team 14	Team 26
20	292	Team 27	Team 13
20	293	Team 12	Team 28
20	294	Team 29	Team 11
20	295	Team 10	Team 30
20	296	Team 31	Team 9
20	297	Team 8	Team 1
20	298	Team 2	Team 7
20	299	Team 6	Team 3
20	300	Team 4	Team 5
21	301	Team 22	Team 20
21	302	Team 19	Team 23
21	303	Team 24	Team 18
21	304	Team 17	Team 25
21	305	Team 26	Team 16
21	306	Team 15	Team 27
21	307	Team 28	Team 14
21	308	Team 13	Team 29
21	309	Team 30	Team 12
21	310	Team 11	Team 31
21	311	Team 1	Team 10
21	312	Team 9	Team 2
21	313	Team 3	Team 8
21	314	Team 7	Team 4
21	315	Team 5	Team 6
22	316	Team 23	Team 21
22	317	Team 20	Team 24
22	318	Team 25	Team 19
22	319	Team 18	Team 26
22	320	Team 27	Team 17
22	321	Team 16	Team 28
22	322	Team 29	Team 15
22	323	Team 14	Team 30
22	324	Team 31	Team 13
22	325	Team 12	Team 1
22	326	Team 2	Team 11
