Round	Game #	Home Team	Visitor Team
1	1	Team 2	Team 21
1	2	Team 20	Team 3
1	3	Team 4	Team 19
1	4	Team 18	Team 5
1	5	Team 6	Team 17
1	6	Team 16	Team 7
1	7	Team 8	Team 15
1	8	Team 14	Team 9
1	9	Team 10	Team 13
1	10	Team 12	Team 11
2	11	Team 3	Team 1
2	12	Team 21	Team 4
2	13	Team 5	Team 20
2	14	Team 19	Team 6
2	15	Team 7	Team 18
2	16	Team 17	Team 8
2	17	Team 9	Team 16
2	18	Team 15	Team 10
2	19	Team 11	Team 14
2	20	Team 13	Team 12
3	21	Team 4	Team 2
3	22	Team 1	Team 5
3	23	Team 6	Team 21
3	24	Team 20	Team 7
3	25	Team 8	Team 19
3	26	Team 18	Team 9
3	27	Team 10	Team 17
3	28	Team 16	Team 11
3	29	Team 12	Team 15
3	30	Team 14	Team 13
4	31	Team 5	Team 3
4	32	Team 2	Team 6
4	33	Team 7	Team 1
4	34	Team 21	Team 8
4	35	Team 9	Team 20
4	36	Team 19	Team 10
4	37	Team 11	Team 18
4	38	Team 17	Team 12
4	39	Team 13	Team 16
4	40	Team 15	Team 14
5	41	Team 6	Team 4
5	42	Team 3	Team 7
5	43	Team 8	Team 2
5	44	Team 1	Team 9
5	45	Team 10	Team 21
5	46	Team 20	Team 11
5	47	Team 12	Team 19
5	48	Team 18	Team 13
5	49	Team 14	Team 17
5	50	Team 16	Team 15
6	51	Team 7	Team 5
6	52	Team 4	Team 8
6	53	Team 9	Team 3
6	54	Team 2	Team 10
6	55	Team 11	Team 1
6	56	Team 21	Team 12
6	57	Team 13	Team 20
6	58	Team 19	Team 14
6	59	Team 15	Team 18
6	60	Team 17	Team 16
7	61	Team 8	Team 6
7	62	Team 5	Team 9
7	63	Team 10	Team 4
7	64	Team 3	Team 11
7	65	Team 12	Team 2
7	66	Team 1	Team 13
7	67	Team 14	Team 21
7	68	Team 20	Team 15
7	69	Team 16	Team 19
7	70	Team 18	Team 17
8	71	Team 9	Team 7
8	72	Team 6	Team 10
8	73	Team 11	Team 5
8	74	Team 4	Team 12
8	75	Team 13	Team 3
8	76	Team 2	Team 14
8	77	Team 15	Team 1
8	78	Team 21	Team 16
8	79	Team 17	Team 20
8	80	Team 19	Team 18
9	81	Team 10	Team 8
9	82	Team 7	Team 11
9	83	Team 12	Team 6
9	84	Team 5	Team 13
9	85	Team 14	Team 4
9	86	Team 3	Team 15
9	87	Team 16	Team 2
9	88	Team 1	Team 17
9	89	Team 18	Team 21
9	90	Team 20	Team 19
10	91	Team 11	Team 9
10	92	Team 8	Team 12
10	93	Team 13	Team 7
10	94	Team 6	Team 14
10	95	Team 15	Team 5
10	96	Team 4	Team 16
10	97	Team 17	Team 3
10	98	Team 2	Team 18
10	99	Team 19	Team 1
10	100	Team 21	Team 20
11	101	Team 12	Team 10
11	102	Team 9	Team 13
11	103	Team 14	Team 8
11	104	Team 7	Team 15
11	105	Team 16	Team 6
11	106	Team 5	Team 17
11	107	Team 18	Team 4
11	108	Team 3	Team 19
11	109	Team 20	Team 2
11	110	Team 1	Team 21
12	111	Team 13	Team 11
12	112	Team 10	Team 14
12	113	Team 15	Team 9
12	114	Team 8	Team 16
12	115	Team 17	Team 7
12	116	Team 6	Team 18
12	117	Team 19	Team 5
12	118	Team 4	Team 20
12	119	Team 21	Team 3
12	120	Team 2	Team 1
13	121	Team 14	Team 12
13	122	Team 11	Team 15
13	123	Team 16	Team 10
13	124	Team 9	Team 17
13	125	Team 18	Team 8
13	126	Team 7	Team 19
13	127	Team 20	Team 6
13	128	Team 5	Team 21
13	129	Team 1	Team 4
13	130	Team 3	Team 2
14	131	Team 15	Team 13
14	132	Team 12	Team 16
14	133	Team 17	Team 11
14	134	Team 10	Team 18
14	135	Team 19	Team 9
14	136	Team 8	Team 20
14	137	Team 21	Team 7
14	138	Team 6	Team 1
14	139	Team 2	Team 5
14	140	Team 4	Team 3
15	141	Team 16	Team 14
15	142	Team 13	Team 17
15	143	Team 18	Team 12
15	144	Team 11	Team 19
15	145	Team 20	Team 10
15	146	Team 9	Team 21
15	147	Team 1	Team 8
15	148	Team 7	Team 2
15	149	Team 3	Team 6
15	150	Team 5	Team 4
16	151	Team 17	Team 15
16	152	Team 14	Team 18
16	153	Team 19	Team 13
16	154	Team 12	Team 20
16	155	Team 21	Team 11
16	156	Team 10	Team 1
16	157	Team 2	Team 9
16	158	Team 8	Team 3
16	159	Team 4	Team 7
16	160	Team 6	Team 5
17	161	Team 18	Team 16
17	162	Team 15	Team 19
17	163	Team 20	Team 14
17	164	Team 13	Team 21
17	165	Team 1	Team 12
17	166	Team 11	Team 2
17	167	Team 3	Team 10
17	168	Team 9	Team 4
17	169	Team 5	Team 8
17	170	Team 7	Team 6
18	171	Team 19	Team 17
18	172	Team 16	Team 20
18	173	Team 21	Team 15
18	174	Team 14	Team 1
18	175	Team 2	Team 13
18	176	Team 12	Team 3
18	177	Team 4	Team 11
18	178	Team 10	Team 5
18	179	Team 6	Team 9
18	180	Team 8	Team 7
19	181	Team 20	Team 18
19	182	Team 17	Team 21
19	183	Team 1	Team 16
19	184	Team 15	Team 2
19	185	Team 3	Team 14
19	186	Team 13	Team 4
19	187	Team 5	Team 12
19	188	Team 11	Team 6
19	189	Team 7	Team 10
19	190	Team 9	Team 8
20	191	Team 21	Team 19
20	192	Team 18	Team 1
20	193	Team 2	Team 17
20	194	Team 16	Team 3
20	195	Team 4	Team 15
20	196	Team 14	Team 5
20	197	Team 6	Team 13
20	198	Team 12	Team 7
20	199	Team 8	Team 11
20	200	Team 10	Team 9
21	201	Team 1	Team 20
21	202	Team 19	Team 2
21	203	Team 3	Team 18
21	204	Team 17	Team 4
21	205	Team 5	Team 16
21	206	Team 15	Team 6
21	207	Team 7	Team 14
21	208	Team 13	Team 8
21	209	Team 9	Team 12
21	210	Team 11	Team 10
22	211	Team 21	Team 2
22	212	Team 3	Team 20
22	213	Team 19	Team 4
22	214	Team 5	Team 18
22	215	Team 17	Team 6
22	216	Team 7	Team 16
22	217	Team 15	Team 8
22	218	Team 9	Team 14
22	219	Team 13	Team 10
22	220	Team 11	Team 12
23	221	Team 1	Team 3
23	222	Team 4	Team 21
23	223	Team 20	Team 5
23	224	Team 6	Team 19
23	225	Team 18	Team 7
23	226	Team 8	Team 17
23	227	Team 16	Team 9
23	228	Team 10	Team 15
23	229	Team 14	Team 11
23	230	Team 12	Team 13
24	231	Team 2	Team 4
24	232	Team 5	Team 1
24	233	Team 21	Team 6
24	234	Team 7	Team 20
24	235	Team 19	Team 8
24	236	Team 9	Team 18
24	237	Team 17	Team 10
24	238	Team 11	Team 16
24	239	Team 15	Team 12
24	240	Team 13	Team 14
25	241	Team 3	Team 5
25	242	Team 6	Team 2
25	243	Team 1	Team 7
25	244	Team 8	Team 21
25	245	Team 20	Team 9
25	246	Team 10	Team 19
25	247	Team 18	Team 11
25	248	Team 12	Team 17
25	249	Team 16	Team 13
25	250	Team 14	Team 15
26	251	Team 4	Team 6
26	252	Team 7	Team 3
26	253	Team 2	Team 8
26	254	Team 9	Team 1
26	255	Team 21	Team 10
26	256	Team 11	Team 20
26	257	Team 19	Team 12
26	258	Team 13	Team 18
26	259	Team 17	Team 14
26	260	Team 15	Team 16
27	261	Team 5	Team 7
27	262	Team 8	Team 4
27	263	Team 3	Team 9
27	264	Team 10	Team 2
27	265	Team 1	Team 11
27	266	Team 12	Team 21
27	267	Team 20	Team 13
27	268	Team 14	Team 19
27	269	Team 18	Team 15
27	270	Team 16	Team 17
28	271	Team 6	Team 8
28	272	Team 9	Team 5
28	273	Team 4	Team 10
28	274	Team 11	Team 3
28	275	Team 2	Team 12
28	276	Team 13	Team 1
28	277	Team 21	Team 14
28	278	Team 15	Team 20
28	279	Team 19	Team 16
28	280	Team 17	Team 18
29	281	Team 7	Team 9
29	282	Team 10	Team 6
29	283	Team 5	Team 11
29	284	Team 12	Team 4
29	285	Team 3	Team 13
29	286	Team 14	Team 2
29	287	Team 1	Team 15
29	288	Team 16	Team 21
29	289	Team 20	Team 17
29	290	Team 18	Team 19
30	291	Team 8	Team 10
30	292	Team 11	Team 7
30	293	Team 6	Team 12
30	294	Team 13	Team 5
30	295	Team 4	Team 14
30	296	Team 15	Team 3
30	297	Team 2	Team 16
30	298	Team 17	Team 1
30	299	Team 21	Team 18
30	300	Team 19	Team 20
31	301	Team 9	Team 11
31	302	Team 12	Team 8
31	303	Team 7	Team 13
31	304	Team 14	Team 6
31	305	Team 5	Team 15
31	306	Team 16	Team 4
31	307	Team 3	Team 17
31	308	Team 18	Team 2
31	309	Team 1	Team 19
31	310	Team 20	Team 21
32	311	Team 10	Team 12
32	312	Team 13	Team 9
32	313	Team 8	Team 14
32	314	Team 15	Team 7
32	315	Team 6	Team 16
32	316	Team 17	Team 5
32	317	Team 4	Team 18
32	318	Team 19	Team 3
32	319	Team 2	Team 20
32	320	Team 21	Team 1
33	321	Team 11	Team 13
33	322	Team 14	Team 10
33	323	Team 9	Team 15
33	324	Team 16	Team 8
33	325	Team 7	Team 17
33	326	Team 18	Team 6
33	327	Team 5	Team 19
33	328	Team 20	Team 4
33	329	Team 3	Team 21
33	330	Team 1	Team 2
34	331	Team 12	Team 14
34	332	Team 15	Team 11
34	333	Team 10	Team 16
34	334	Team 17	Team 9
34	335	Team 8	Team 18
34	336	Team 19	Team 7
34	337	Team 6	Team 20
34	338	Team 21	Team 5
34	339	Team 4	Team 1
34	340	Team 2	Team 3
35	341	Team 13	Team 15
35	342	Team 16	Team 12
35	343	Team 11	Team 17
35	344	Team 18	Team 10
35	345	Team 9	Team 19
35	346	Team 20	Team 8
35	347	Team 7	Team 21
35	348	Team 1	Team 6
35	349	Team 5	Team 2
35	350	Team 3	Team 4
36	351	Team 14	Team 16
36	352	Team 17	Team 13
36	353	Team 12	Team 18
36	354	Team 19	Team 11
36	355	Team 10	Team 20
36	356	Team 21	Team 9
36	357	Team 8	Team 1
36	358	Team 2	Team 7
36	359	Team 6	Team 3
36	360	Team 4	Team 5
37	361	Team 15	Team 17
37	362	Team 18	Team 14
37	363	Team 13	Team 19
37	364	Team 20	Team 12
37	365	Team 11	Team 21
37	366	Team 1	Team 10
37	367	Team 9	Team 2
37	368	Team 3	Team 8
37	369	Team 7	Team 4
37	370	Team 5	Team 6
38	371	Team 16	Team 18
38	372	Team 19	Team 15
38	373	Team 14	Team 20
38	374	Team 21	Team 13
38	375	Team 12	Team 1
38	376	Team 2	Team 11
38	377	Team 10	Team 3
38	378	Team 4	Team 9
38	379	Team 8	Team 5
38	380	Team 6	Team 7
39	381	Team 17	Team 19
39	382	Team 20	Team 16
39	383	Team 15	Team 21
39	384	Team 1	Team 14
39	385	Team 13	Team 2
39	386	Team 3	Team 12
39	387	Team 11	Team 4
39	388	Team 5	Team 10
39	389	Team 9	Team 6
39	390	Team 7	Team 8
40	391	Team 18	Team 20
40	392	Team 21	Team 17
40	393	Team 16	Team 1
40	394	Team 2	Team 15
40	395	Team 14	Team 3
40	396	Team 4	Team 13
40	397	Team 12	Team 5
40	398	Team 6	Team 11
40	399	Team 10	Team 7
40	400	Team 8	Team 9
41	401	Team 19	Team 21
41	402	Team 1	Team 18
41	403	Team 17	Team 2
41	404	Team 3	Team 16
41	405	Team 15	Team 4
41	406	Team 5	Team 14
41	407	Team 13	Team 6
41	408	Team 7	Team 12
41	409	Team 11	Team 8
41	410	Team 9	Team 10
42	411	Team 20	Team 1
42	412	Team 2	Team 19
42	413	Team 18	Team 3
42	414	Team 4	Team 17
42	415	Team 16	Team 5
42	416	Team 6	Team 15
42	417	Team 14	Team 7
42	418	Team 8	Team 13
42	419	Team 12	Team 9
42	420	Team 10	Team 11
43	421	Team 2	Team 21
43	422	Team 20	Team 3
43	423	Team 4	Team 19
43	424	Team 18	Team 5
43	425	Team 6	Team 17
43	426	Team 16	Team 7
43	427	Team 8	Team 15
43	428	Team 14	Team 9
43	429	Team 10	Team 13
43	430	Team 12	Team 11
44	431	Team 3	Team 1
44	432	Team 21	Team 4
44	433	Team 5	Team 20
44	434	Team 19	Team 6
44	435	Team 7	Team 18
44	436	Team 17	Team 8
44	437	Team 9	Team 16
44	438	Team 15	Team 10
44	439	Team 11	Team 14
44	440	Team 13	Team 12
45	441	Team 4	Team 2
45	442	Team 1	Team 5
45	443	Team 6	Team 21
45	444	Team 20	Team 7
45	445	Team 8	Team 19
45	446	Team 18	Team 9
45	447	Team 10	Team 17
45	448	Team 16	Team 11
45	449	Team 12	Team 15
45	450	Team 14	Team 13
46	451	Team 5	Team 3
46	452	Team 2	Team 6
46	453	Team 7	Team 1
46	454	Team 21	Team 8
46	455	Team 9	Team 20
46	456	Team 19	Team 10
46	457	Team 11	Team 18
46	458	Team 17	Team 12
46	459	Team 13	Team 16
46	460	Team 15	Team 14
47	461	Team 6	Team 4
47	462	Team 3	Team 7
47	463	Team 8	Team 2
47	464	Team 1	Team 9
47	465	Team 10	Team 21
47	466	Team 20	Team 11
47	467	Team 12	Team 19
47	468	Team 18	Team 13
47	469	Team 14	Team 17
47	470	Team 16	Team 15
48	471	Team 7	Team 5
48	472	Team 4	Team 8
48	473	Team 9	Team 3
48	474	Team 2	Team 10
48	475	Team 11	Team 1
48	476	Team 21	Team 12
48	477	Team 13	Team 20
48	478	Team 19	Team 14
48	479	Team 15	Team 18
48	480	Team 17	Team 16
49	481	Team 8	Team 6
49	482	Team 5	Team 9
49	483	Team 10	Team 4
49	484	Team 3	Team 11
49	485	Team 12	Team 2
49	486	Team 1	Team 13
49	487	Team 14	Team 21
49	488	Team 20	Team 15
49	489	Team 16	Team 19
49	490	Team 18	Team 17
50	491	Team 9	Team 7
50	492	Team 6	Team 10
50	493	Team 11	Team 5
50	494	Team 4	Team 12
50	495	Team 13	Team 3
50	496	Team 2	Team 14
50	497	Team 15	Team 1
50	498	Team 21	Team 16
50	499	Team 17	Team 20
50	500	Team 19	Team 18
51	501	Team 10	Team 8
51	502	Team 7	Team 11
51	503	Team 12	Team 6
51	504	Team 5	Team 13
51	505	Team 14	Team 4
51	506	Team 3	Team 15
51	507	Team 16	Team 2
51	508	Team 1	Team 17
51	509	Team 18	Team 21
51	510	Team 20	Team 19
52	511	Team 11	Team 9
52	512	Team 8	Team 12
52	513	Team 13	Team 7
52	514	Team 6	Team 14
52	515	Team 15	Team 5
52	516	Team 4	Team 16
52	517	Team 17	Team 3
52	518	Team 2	Team 18
52	519	Team 19	Team 1
52	520	Team 21	Team 20
53	521	Team 12	Team 10
53	522	Team 9	Team 13
53	523	Team 14	Team 8
53	524	Team 7	Team 15
53	525	Team 16	Team 6
53	526	Team 5	Team 17
53	527	Team 18	Team 4
53	528	Team 3	Team 19
53	529	Team 20	Team 2
53	530	Team 1	Team 21
54	531	Team 13	Team 11
54	532	Team 10	Team 14
54	533	Team 15	Team 9
54	534	Team 8	Team 16
54	535	Team 17	Team 7
54	536	Team 6	Team 18
54	537	Team 19	Team 5
54	538	Team 4	Team 20
54	539	Team 21	Team 3
54	540	Team 2	Team 1
55	541	Team 14	Team 12
55	542	Team 11	Team 15
55	543	Team 16	Team 10
55	544	Team 9	Team 17
55	545	Team 18	Team 8
55	546	Team 7	Team 19
55	547	Team 20	Team 6
55	548	Team 5	Team 21
55	549	Team 1	Team 4
55	550	Team 3	Team 2
56	551	Team 15	Team 13
56	552	Team 12	Team 16
56	553	Team 17	Team 11
56	554	Team 10	Team 18
56	555	Team 19	Team 9
56	556	Team 8	Team 20
56	557	Team 21	Team 7
56	558	Team 6	Team 1
56	559	Team 2	Team 5
56	560	Team 4	Team 3
57	561	Team 13	Team 14
57	562	Team 11	Team 12
57	563	Team 9	Team 10
57	564	Team 1	Team 8
57	565	Team 7	Team 2
57	566	Team 3	Team 6
57	567	Team 5	Team 4
