Round	Game #	Home Team	Visitor Team
1	1	Team 2	Team 19
1	2	Team 18	Team 3
1	3	Team 4	Team 17
1	4	Team 16	Team 5
1	5	Team 6	Team 15
1	6	Team 14	Team 7
1	7	Team 8	Team 13
1	8	Team 12	Team 9
1	9	Team 10	Team 11
2	10	Team 3	Team 1
2	11	Team 19	Team 4
2	12	Team 5	Team 18
2	13	Team 17	Team 6
2	14	Team 7	Team 16
2	15	Team 15	Team 8
2	16	Team 9	Team 14
2	17	Team 13	Team 10
2	18	Team 11	Team 12
3	19	Team 4	Team 2
3	20	Team 1	Team 5
3	21	Team 6	Team 19
3	22	Team 18	Team 7
3	23	Team 8	Team 17
3	24	Team 16	Team 9
3	25	Team 10	Team 15
3	26	Team 14	Team 11
3	27	Team 12	Team 13
4	28	Team 5	Team 3
4	29	Team 2	Team 6
4	30	Team 7	Team 1
4	31	Team 19	Team 8
4	32	Team 9	Team 18
4	33	Team 17	Team 10
4	34	Team 11	Team 16
4	35	Team 15	Team 12
4	36	Team 13	Team 14
5	37	Team 6	Team 4
5	38	Team 3	Team 7
5	39	Team 8	Team 2
5	40	Team 1	Team 9
5	41	Team 10	Team 19
5	42	Team 18	Team 11
5	43	Team 12	Team 17
5	44	Team 16	Team 13
5	45	Team 14	Team 15
6	46	Team 7	Team 5
6	47	Team 4	Team 8
6	48	Team 9	Team 3
6	49	Team 2	Team 10
6	50	Team 11	Team 1
6	51	Team 19	Team 12
6	52	Team 13	Team 18
6	53	Team 17	Team 14
6	54	Team 15	Team 16
7	55	Team 8	Team 6
7	56	Team 5	Team 9
7	57	Team 10	Team 4
7	58	Team 3	Team 11
7	59	Team 12	Team 2
7	60	Team 1	Team 13
7	61	Team 14	Team 19
7	62	Team 18	Team 15
7	63	Team 16	Team 17
8	64	Team 9	Team 7
8	65	Team 6	Team 10
8	66	Team 11	Team 5
8	67	Team 4	Team 12
8	68	Team 13	Team 3
8	69	Team 2	Team 14
8	70	Team 15	Team 1
8	71	Team 19	Team 16
8	72	Team 17	Team 18
9	73	Team 10	Team 8
9	74	Team 7	Team 11
9	75	Team 12	Team 6
9	76	Team 5	Team 13
9	77	Team 14	Team 4
9	78	Team 3	Team 15
9	79	Team 16	Team 2
9	80	Team 1	Team 17
9	81	Team 18	Team 19
10	82	Team 11	Team 9
10	83	Team 8	Team 12
10	84	Team 13	Team 7
10	85	Team 6	Team 14
10	86	Team 15	Team 5
10	87	Team 4	Team 16
10	88	Team 17	Team 3
10	89	Team 2	Team 18
10	90	Team 19	Team 1
11	91	Team 12	Team 10
11	92	Team 9	Team 13
11	93	Team 14	Team 8
11	94	Team 7	Team 15
11	95	Team 16	Team 6
11	96	Team 5	Team 17
11	97	Team 18	Team 4
11	98	Team 3	Team 19
11	99	Team 1	Team 2
12	100	Team 13	Team 11
12	101	Team 10	Team 14
12	102	Team 15	Team 9
12	103	Team 8	Team 16
12	104	Team 17	Team 7
12	105	Team 6	Team 18
12	106	Team 19	Team 5
12	107	Team 4	Team 1
12	108	Team 2	Team 3
13	109	Team 14	Team 12
13	110	Team 11	Team 15
13	111	Team 16	Team 10
13	112	Team 9	Team 17
13	113	Team 18	Team 8
13	114	Team 7	Team 19
13	115	Team 1	Team 6
13	116	Team 5	Team 2
13	117	Team 3	Team 4
14	118	Team 15	Team 13
14	119	Team 12	Team 16
14	120	Team 17	Team 11
14	121	Team 10	Team 18
14	122	Team 19	Team 9
14	123	Team 8	Team 1
14	124	Team 2	Team 7
14	125	Team 6	Team 3
14	126	Team 4	Team 5
15	127	Team 16	Team 14
15	128	Team 13	Team 17
15	129	Team 18	Team 12
15	130	Team 11	Team 19
15	131	Team 1	Team 10
15	132	Team 9	Team 2
15	133	Team 3	Team 8
15	134	Team 7	Team 4
15	135	Team 5	Team 6
16	136	Team 17	Team 15
16	137	Team 14	Team 18
16	138	Team 19	Team 13
16	139	Team 12	Team 1
16	140	Team 2	Team 11
16	141	Team 10	Team 3
16	142	Team 4	Team 9
16	143	Team 8	Team 5
16	144	Team 6	Team 7
17	145	Team 18	Team 16
17	146	Team 15	Team 19
17	147	Team 1	Team 14
17	148	Team 13	Team 2
17	149	Team 3	Team 12
17	150	Team 11	Team 4
17	151	Team 5	Team 10
17	152	Team 9	Team 6
17	153	Team 7	Team 8
18	154	Team 19	Team 17
18	155	Team 16	Team 1
18	156	Team 2	Team 15
18	157	Team 14	Team 3
18	158	Team 4	Team 13
18	159	Team 12	Team 5
18	160	Team 6	Team 11
18	161	Team 10	Team 7
18	162	Team 8	Team 9
19	163	Team 1	Team 18
19	164	Team 17	Team 2
19	165	Team 3	Team 16
19	166	Team 15	Team 4
19	167	Team 5	Team 14
19	168	Team 13	Team 6
19	169	Team 7	Team 12
19	170	Team 11	Team 8
19	171	Team 9	Team 10
20	172	Team 19	Team 2
20	173	Team 3	Team 18
20	174	Team 17	Team 4
20	175	Team 5	Team 16
20	176	Team 15	Team 6
20	177	Team 7	Team 14
20	178	Team 13	Team 8
20	179	Team 9	Team 12
20	180	Team 11	Team 10
21	181	Team 1	Team 3
21	182	Team 4	Team 19
21	183	Team 18	Team 5
21	184	Team 6	Team 17
21	185	Team 16	Team 7
21	186	Team 8	Team 15
21	187	Team 14	Team 9
21	188	Team 10	Team 13
21	189	Team 12	Team 11
22	190	Team 2	Team 4
22	191	Team 5	Team 1
22	192	Team 19	Team 6
22	193	Team 7	Team 18
22	194	Team 17	Team 8
22	195	Team 9	Team 16
22	196	Team 15	Team 10
22	197	Team 11	Team 14
22	198	Team 13	Team 12
23	199	Team 3	Team 5
23	200	Team 6	Team 2
23	201	Team 1	Team 7
23	202	Team 8	Team 19
23	203	Team 18	Team 9
23	204	Team 10	Team 17
23	205	Team 16	Team 11
23	206	Team 12	Team 15
23	207	Team 14	Team 13
24	208	Team 4	Team 6
24	209	Team 7	Team 3
24	210	Team 2	Team 8
24	211	Team 9	Team 1
24	212	Team 19	Team 10
24	213	Team 11	Team 18
24	214	Team 17	Team 12
24	215	Team 13	Team 16
24	216	Team 15	Team 14
25	217	Team 5	Team 7
25	218	Team 8	Team 4
25	219	Team 3	Team 9
25	220	Team 10	Team 2
25	221	Team 1	Team 11
25	222	Team 12	Team 19
25	223	Team 18	Team 13
25	224	Team 14	Team 17
25	225	Team 16	Team 15
26	226	Team 6	Team 8
26	227	Team 9	Team 5
26	228	Team 4	Team 10
26	229	Team 11	Team 3
26	230	Team 2	Team 12
26	231	Team 13	Team 1
26	232	Team 19	Team 14
26	233	Team 15	Team 18
26	234	Team 17	Team 16
27	235	Team 7	Team 9
27	236	Team 10	Team 6
27	237	Team 5	Team 11
27	238	Team 12	Team 4
27	239	Team 3	Team 13
27	240	Team 14	Team 2
27	241	Team 1	Team 15
27	242	Team 16	Team 19
27	243	Team 18	Team 17
28	244	Team 8	Team 10
28	245	Team 11	Team 7
28	246	Team 6	Team 12
28	247	Team 13	Team 5
28	248	Team 4	Team 14
28	249	Team 15	Team 3
28	250	Team 2	Team 16
28	251	Team 17	Team 1
28	252	Team 19	Team 18
29	253	Team 9	Team 11
29	254	Team 12	Team 8
