Round	Game #	Home Team	Visitor Team
1	1	Team 12	Team 1
1	2	Team 11	Team 2
1	3	Team 3	Team 10
1	4	Team 9	Team 4
1	5	Team 5	Team 8
1	6	Team 7	Team 6
2	7	Team 2	Team 12
2	8	Team 1	Team 3
2	9	Team 4	Team 11
2	10	Team 10	Team 5
2	11	Team 6	Team 9
2	12	Team 8	Team 7
3	13	Team 12	Team 3
3	14	Team 2	Team 4
3	15	Team 5	Team 1
3	16	Team 11	Team 6
3	17	Team 7	Team 10
3	18	Team 9	Team 8
4	19	Team 4	Team 12
4	20	Team 3	Team 5
4	21	Team 6	Team 2
4	22	Team 1	Team 7
4	23	Team 8	Team 11
4	24	Team 10	Team 9
5	25	Team 12	Team 5
5	26	Team 4	Team 6
5	27	Team 7	Team 3
5	28	Team 2	Team 8
5	29	Team 9	Team 1
5	30	Team 11	Team 10
6	31	Team 6	Team 12
6	32	Team 5	Team 7
6	33	Team 8	Team 4
6	34	Team 3	Team 9
6	35	Team 10	Team 2
6	36	Team 1	Team 11
7	37	Team 12	Team 7
7	38	Team 6	Team 8
7	39	Team 9	Team 5
7	40	Team 4	Team 10
7	41	Team 11	Team 3
7	42	Team 2	Team 1
8	43	Team 8	Team 12
8	44	Team 7	Team 9
8	45	Team 10	Team 6
8	46	Team 5	Team 11
8	47	Team 1	Team 4
8	48	Team 3	Team 2
9	49	Team 12	Team 9
9	50	Team 8	Team 10
9	51	Team 11	Team 7
9	52	Team 6	Team 1
9	53	Team 2	Team 5
9	54	Team 4	Team 3
10	55	Team 10	Team 12
10	56	Team 9	Team 11
10	57	Team 1	Team 8
10	58	Team 7	Team 2
10	59	Team 3	Team 6
10	60	Team 5	Team 4
11	61	Team 12	Team 11
11	62	Team 10	Team 1
11	63	Team 2	Team 9
11	64	Team 8	Team 3
11	65	Team 4	Team 7
11	66	Team 6	Team 5
12	67	Team 1	Team 12
12	68	Team 2	Team 11
12	69	Team 10	Team 3
12	70	Team 4	Team 9
12	71	Team 8	Team 5
12	72	Team 6	Team 7
13	73	Team 12	Team 2
13	74	Team 3	Team 1
13	75	Team 11	Team 4
13	76	Team 5	Team 10
13	77	Team 9	Team 6
13	78	Team 7	Team 8
14	79	Team 3	Team 12
14	80	Team 4	Team 2
14	81	Team 1	Team 5
14	82	Team 6	Team 11
14	83	Team 10	Team 7
14	84	Team 8	Team 9
15	85	Team 12	Team 4
15	86	Team 5	Team 3
15	87	Team 2	Team 6
15	88	Team 7	Team 1
15	89	Team 11	Team 8
15	90	Team 9	Team 10
16	91	Team 5	Team 12
16	92	Team 6	Team 4
16	93	Team 3	Team 7
16	94	Team 8	Team 2
16	95	Team 1	Team 9
16	96	Team 10	Team 11
17	97	Team 12	Team 6
17	98	Team 7	Team 5
17	99	Team 4	Team 8
17	100	Team 9	Team 3
17	101	Team 2	Team 10
17	102	Team 11	Team 1
18	103	Team 7	Team 12
18	104	Team 8	Team 6
18	105	Team 5	Team 9
18	106	Team 10	Team 4
18	107	Team 3	Team 11
18	108	Team 1	Team 2
19	109	Team 12	Team 8
19	110	Team 9	Team 7
19	111	Team 6	Team 10
19	112	Team 11	Team 5
19	113	Team 4	Team 1
19	114	Team 2	Team 3
20	115	Team 9	Team 12
20	116	Team 10	Team 8
20	117	Team 7	Team 11
20	118	Team 1	Team 6
20	119	Team 5	Team 2
20	120	Team 3	Team 4
21	121	Team 12	Team 10
21	122	Team 11	Team 9
21	123	Team 8	Team 1
21	124	Team 2	Team 7
21	125	Team 6	Team 3
21	126	Team 4	Team 5
22	127	Team 11	Team 12
22	128	Team 1	Team 10
22	129	Team 9	Team 2
22	130	Team 3	Team 8
22	131	Team 7	Team 4
22	132	Team 5	Team 6
23	133	Team 12	Team 1
23	134	Team 11	Team 2
23	135	Team 3	Team 10
23	136	Team 9	Team 4
23	137	Team 5	Team 8
23	138	Team 7	Team 6
24	139	Team 2	Team 12
24	140	Team 1	Team 3
