Round	Game #	Home Team	Visitor Team
1	1	Team 10	Team 1
1	2	Team 9	Team 2
1	3	Team 3	Team 8
1	4	Team 7	Team 4
1	5	Team 5	Team 6
2	6	Team 2	Team 10
2	7	Team 1	Team 3
2	8	Team 4	Team 9
2	9	Team 8	Team 5
2	10	Team 6	Team 7
3	11	Team 10	Team 3
3	12	Team 2	Team 4
3	13	Team 5	Team 1
3	14	Team 9	Team 6
3	15	Team 7	Team 8
4	16	Team 4	Team 10
4	17	Team 3	Team 5
4	18	Team 6	Team 2
4	19	Team 1	Team 7
4	20	Team 8	Team 9
5	21	Team 10	Team 5
5	22	Team 4	Team 6
5	23	Team 7	Team 3
5	24	Team 2	Team 8
5	25	Team 9	Team 1
6	26	Team 6	Team 10
6	27	Team 5	Team 7
6	28	Team 8	Team 4
6	29	Team 3	Team 9
6	30	Team 1	Team 2
7	31	Team 10	Team 7
7	32	Team 6	Team 8
7	33	Team 9	Team 5
7	34	Team 4	Team 1
7	35	Team 2	Team 3
8	36	Team 8	Team 10
8	37	Team 7	Team 9
8	38	Team 1	Team 6
8	39	Team 5	Team 2
8	40	Team 3	Team 4
9	41	Team 10	Team 9
9	42	Team 8	Team 1
9	43	Team 2	Team 7
9	44	Team 6	Team 3
9	45	Team 4	Team 5
10	46	Team 1	Team 10
10	47	Team 2	Team 9
10	48	Team 8	Team 3
10	49	Team 4	Team 7
10	50	Team 6	Team 5
11	51	Team 10	Team 2
11	52	Team 3	Team 1
11	53	Team 9	Team 4
11	54	Team 5	Team 8
11	55	Team 7	Team 6
12	56	Team 3	Team 10
12	57	Team 4	Team 2
12	58	Team 1	Team 5
12	59	Team 6	Team 9
12	60	Team 8	Team 7
13	61	Team 10	Team 4
13	62	Team 5	Team 3
13	63	Team 2	Team 6
13	64	Team 7	Team 1
13	65	Team 9	Team 8
14	66	Team 5	Team 10
14	67	Team 6	Team 4
14	68	Team 3	Team 7
14	69	Team 8	Team 2
14	70	Team 1	Team 9
15	71	Team 10	Team 6
15	72	Team 7	Team 5
15	73	Team 4	Team 8
15	74	Team 9	Team 3
15	75	Team 2	Team 1
16	76	Team 7	Team 10
16	77	Team 8	Team 6
16	78	Team 5	Team 9
16	79	Team 1	Team 4
16	80	Team 3	Team 2
17	81	Team 10	Team 8
17	82	Team 9	Team 7
17	83	Team 6	Team 1
17	84	Team 2	Team 5
17	85	Team 4	Team 3
18	86	Team 9	Team 10
18	87	Team 1	Team 8
18	88	Team 7	Team 2
18	89	Team 3	Team 6
18	90	Team 5	Team 4
19	91	Team 10	Team 1
19	92	Team 9	Team 2
19	93	Team 3	Team 8
19	94	Team 7	Team 4
19	95	Team 5	Team 6
20	96	Team 2	Team 10
20	97	Team 1	Team 3
20	98	Team 4	Team 9
20	99	Team 8	Team 5
20	100	Team 6	Team 7
21	101	Team 10	Team 3
21	102	Team 2	Team 4
21	103	Team 5	Team 1
21	104	Team 9	Team 6
21	105	Team 7	Team 8
22	106	Team 4	Team 10
22	107	Team 3	Team 5
22	108	Team 6	Team 2
22	109	Team 1	Team 7
22	110	Team 8	Team 9
23	111	Team 10	Team 5
23	112	Team 4	Team 6
23	113	Team 7	Team 3
23	114	Team 2	Team 8
23	115	Team 9	Team 1
24	116	Team 6	Team 10
24	117	Team 5	Team 7
24	118	Team 8	Team 4
24	119	Team 3	Team 9
24	120	Team 1	Team 2
25	121	Team 10	Team 7
25	122	Team 6	Team 8
25	123	Team 9	Team 5
25	124	Team 4	Team 1
25	125	Team 2	Team 3
26	126	Team 8	Team 10
26	127	Team 7	Team 9
26	128	Team 1	Team 6
26	129	Team 5	Team 2
26	130	Team 3	Team 4
27	131	Team 10	Team 9
27	132	Team 8	Team 1
27	133	Team 2	Team 7
27	134	Team 6	Team 3
27	135	Team 4	Team 5
28	136	Team 1	Team 10
28	137	Team 2	Team 9
28	138	Team 8	Team 3
28	139	Team 4	Team 7
28	140	Team 6	Team 5
29	141	Team 10	Team 2
