Round	Game #	Home Team	Visitor Team
1	1	Team 32	Team 1
1	2	Team 31	Team 2
1	3	Team 3	Team 30
1	4	Team 29	Team 4
1	5	Team 5	Team 28
1	6	Team 27	Team 6
1	7	Team 7	Team 26
1	8	Team 25	Team 8
1	9	Team 9	Team 24
1	10	Team 23	Team 10
1	11	Team 11	Team 22
1	12	Team 21	Team 12
1	13	Team 13	Team 20
1	14	Team 19	Team 14
1	15	Team 15	Team 18
1	16	Team 17	Team 16
2	17	Team 2	Team 32
2	18	Team 1	Team 3
2	19	Team 4	Team 31
2	20	Team 30	Team 5
2	21	Team 6	Team 29
2	22	Team 28	Team 7
2	23	Team 8	Team 27
2	24	Team 26	Team 9
2	25	Team 10	Team 25
2	26	Team 24	Team 11
2	27	Team 12	Team 23
2	28	Team 22	Team 13
2	29	Team 14	Team 21
2	30	Team 20	Team 15
2	31	Team 16	Team 19
2	32	Team 18	Team 17
3	33	Team 32	Team 3
3	34	Team 2	Team 4
3	35	Team 5	Team 1
3	36	Team 31	Team 6
3	37	Team 7	Team 30
3	38	Team 29	Team 8
3	39	Team 9	Team 28
3	40	Team 27	Team 10
3	41	Team 11	Team 26
3	42	Team 25	Team 12
3	43	Team 13	Team 24
3	44	Team 23	Team 14
3	45	Team 15	Team 22
3	46	Team 21	Team 16
3	47	Team 17	Team 20
3	48	Team 19	Team 18
4	49	Team 4	Team 32
4	50	Team 3	Team 5
4	51	Team 6	Team 2
4	52	Team 1	Team 7
4	53	Team 8	Team 31
4	54	Team 30	Team 9
4	55	Team 10	Team 29
4	56	Team 28	Team 11
4	57	Team 12	Team 27
4	58	Team 26	Team 13
4	59	Team 14	Team 25
4	60	Team 24	Team 15
4	61	Team 16	Team 23
4	62	Team 22	Team 17
4	63	Team 18	Team 21
4	64	Team 20	Team 19
5	65	Team 32	Team 5
5	66	Team 4	Team 6
5	67	Team 7	Team 3
5	68	Team 2	Team 8
5	69	Team 9	Team 1
5	70	Team 31	Team 10
5	71	Team 11	Team 30
5	72	Team 29	Team 12
5	73	Team 13	Team 28
5	74	Team 27	Team 14
5	75	Team 15	Team 26
5	76	Team 25	Team 16
5	77	Team 17	Team 24
5	78	Team 23	Team 18
5	79	Team 19	Team 22
5	80	Team 21	Team 20
6	81	Team 6	Team 32
6	82	Team 5	Team 7
6	83	Team 8	Team 4
6	84	Team 3	Team 9
6	85	Team 10	Team 2
6	86	Team 1	Team 11
6	87	Team 12	Team 31
6	88	Team 30	Team 13
6	89	Team 14	Team 29
6	90	Team 28	Team 15
6	91	Team 16	Team 27
6	92	Team 26	Team 17
6	93	Team 18	Team 25
6	94	Team 24	Team 19
6	95	Team 20	Team 23
6	96	Team 22	Team 21
7	97	Team 32	Team 7
7	98	Team 6	Team 8
7	99	Team 9	Team 5
7	100	Team 4	Team 10
7	101	Team 11	Team 3
7	102	Team 2	Team 12
7	103	Team 13	Team 1
7	104	Team 31	Team 14
7	105	Team 15	Team 30
7	106	Team 29	Team 16
7	107	Team 17	Team 28
7	108	Team 27	Team 18
7	109	Team 19	Team 26
7	110	Team 25	Team 20
7	111	Team 21	Team 24
7	112	Team 23	Team 22
8	113	Team 8	Team 32
8	114	Team 7	Team 9
