Round	Game #	Home Team	Visitor Team
1	1	Team 2	Team 17
1	2	Team 16	Team 3
1	3	Team 4	Team 15
1	4	Team 14	Team 5
1	5	Team 6	Team 13
1	6	Team 12	Team 7
1	7	Team 8	Team 11
1	8	Team 10	Team 9
2	9	Team 3	Team 1
2	10	Team 17	Team 4
2	11	Team 5	Team 16
2	12	Team 15	Team 6
2	13	Team 7	Team 14
2	14	Team 13	Team 8
2	15	Team 9	Team 12
2	16	Team 11	Team 10
3	17	Team 4	Team 2
3	18	Team 1	Team 5
3	19	Team 6	Team 17
3	20	Team 16	Team 7
3	21	Team 8	Team 15
3	22	Team 14	Team 9
3	23	Team 10	Team 13
3	24	Team 12	Team 11
4	25	Team 5	Team 3
4	26	Team 2	Team 6
4	27	Team 7	Team 1
4	28	Team 17	Team 8
4	29	Team 9	Team 16
4	30	Team 15	Team 10
4	31	Team 11	Team 14
4	32	Team 13	Team 12
5	33	Team 6	Team 4
5	34	Team 3	Team 7
5	35	Team 8	Team 2
5	36	Team 1	Team 9
5	37	Team 10	Team 17
5	38	Team 16	Team 11
5	39	Team 12	Team 15
5	40	Team 14	Team 13
6	41	Team 7	Team 5
6	42	Team 4	Team 8
6	43	Team 9	Team 3
6	44	Team 2	Team 10
6	45	Team 11	Team 1
6	46	Team 17	Team 12
6	47	Team 13	Team 16
6	48	Team 15	Team 14
7	49	Team 8	Team 6
7	50	Team 5	Team 9
7	51	Team 10	Team 4
7	52	Team 3	Team 11
7	53	Team 12	Team 2
7	54	Team 1	Team 13
7	55	Team 14	Team 17
7	56	Team 16	Team 15
8	57	Team 9	Team 7
8	58	Team 6	Team 10
8	59	Team 11	Team 5
8	60	Team 4	Team 12
8	61	Team 13	Team 3
8	62	Team 2	Team 14
8	63	Team 15	Team 1
8	64	Team 17	Team 16
9	65	Team 10	Team 8
9	66	Team 7	Team 11
9	67	Team 12	Team 6
9	68	Team 5	Team 13
9	69	Team 14	Team 4
9	70	Team 3	Team 15
9	71	Team 16	Team 2
9	72	Team 1	Team 17
10	73	Team 11	Team 9
10	74	Team 8	Team 12
10	75	Team 13	Team 7
10	76	Team 6	Team 14
10	77	Team 15	Team 5
10	78	Team 4	Team 16
10	79	Team 17	Team 3
10	80	Team 2	Team 1
11	81	Team 12	Team 10
11	82	Team 9	Team 13
11	83	Team 14	Team 8
11	84	Team 7	Team 15
11	85	Team 16	Team 6
11	86	Team 5	Team 17
11	87	Team 1	Team 4
11	88	Team 3	Team 2
12	89	Team 13	Team 11
12	90	Team 10	Team 14
12	91	Team 15	Team 9
12	92	Team 8	Team 16
12	93	Team 17	Team 7
12	94	Team 6	Team 1
12	95	Team 2	Team 5
12	96	Team 4	Team 3
13	97	Team 14	Team 12
13	98	Team 11	Team 15
13	99	Team 16	Team 10
13	100	Team 9	Team 17
13	101	Team 1	Team 8
