Round	Game #	Home Team	Visitor Team
1	1	Team 14	Team 1
1	2	Team 13	Team 2
1	3	Team 3	Team 12
1	4	Team 11	Team 4
1	5	Team 5	Team 10
1	6	Team 9	Team 6
1	7	Team 7	Team 8
2	8	Team 2	Team 14
2	9	Team 1	Team 3
2	10	Team 4	Team 13
2	11	Team 12	Team 5
2	12	Team 6	Team 11
2	13	Team 10	Team 7
2	14	Team 8	Team 9
3	15	Team 14	Team 3
3	16	Team 2	Team 4
3	17	Team 5	Team 1
3	18	Team 13	Team 6
3	19	Team 7	Team 12
3	20	Team 11	Team 8
3	21	Team 9	Team 10
4	22	Team 4	Team 14
4	23	Team 3	Team 5
4	24	Team 6	Team 2
4	25	Team 1	Team 7
4	26	Team 8	Team 13
4	27	Team 12	Team 9
4	28	Team 10	Team 11
5	29	Team 14	Team 5
5	30	Team 4	Team 6
5	31	Team 7	Team 3
5	32	Team 2	Team 8
5	33	Team 9	Team 1
5	34	Team 13	Team 10
5	35	Team 11	Team 12
6	36	Team 6	Team 14
6	37	Team 5	Team 7
6	38	Team 8	Team 4
6	39	Team 3	Team 9
6	40	Team 10	Team 2
6	41	Team 1	Team 11
6	42	Team 12	Team 13
7	43	Team 14	Team 7
7	44	Team 6	Team 8
7	45	Team 9	Team 5
7	46	Team 4	Team 10
7	47	Team 11	Team 3
7	48	Team 2	Team 12
7	49	Team 13	Team 1
8	50	Team 8	Team 14
8	51	Team 7	Team 9
8	52	Team 10	Team 6
8	53	Team 5	Team 11
8	54	Team 12	Team 4
8	55	Team 3	Team 13
8	56	Team 1	Team 2
9	57	Team 14	Team 9
9	58	Team 8	Team 10
9	59	Team 11	Team 7
9	60	Team 6	Team 12
9	61	Team 13	Team 5
9	62	Team 4	Team 1
9	63	Team 2	Team 3
10	64	Team 10	Team 14
10	65	Team 9	Team 11
10	66	Team 12	Team 8
10	67	Team 7	Team 13
10	68	Team 1	Team 6
10	69	Team 5	Team 2
10	70	Team 3	Team 4
11	71	Team 14	Team 11
11	72	Team 10	Team 12
11	73	Team 13	Team 9
11	74	Team 8	Team 1
11	75	Team 2	Team 7
11	76	Team 6	Team 3
11	77	Team 4	Team 5
12	78	Team 12	Team 14
12	79	Team 11	Team 13
12	80	Team 1	Team 10
12	81	Team 9	Team 2
12	82	Team 3	Team 8
12	83	Team 7	Team 4
12	84	Team 5	Team 6
13	85	Team 14	Team 13
13	86	Team 12	Team 1
13	87	Team 2	Team 11
13	88	Team 10	Team 3
13	89	Team 4	Team 9
13	90	Team 8	Team 5
13	91	Team 6	Team 7
14	92	Team 1	Team 14
14	93	Team 2	Team 13
14	94	Team 12	Team 3
14	95	Team 4	Team 11
14	96	Team 10	Team 5
14	97	Team 6	Team 9
14	98	Team 8	Team 7
15	99	Team 14	Team 2
15	100	Team 3	Team 1
15	101	Team 13	Team 4
15	102	Team 5	Team 12
15	103	Team 11	Team 6
15	104	Team 7	Team 10
15	105	Team 9	Team 8
16	106	Team 3	Team 14
16	107	Team 4	Team 2
16	108	Team 1	Team 5
16	109	Team 6	Team 13
16	110	Team 12	Team 7
16	111	Team 8	Team 11
16	112	Team 10	Team 9
17	113	Team 14	Team 4
17	114	Team 5	Team 3
17	115	Team 2	Team 6
17	116	Team 7	Team 1
17	117	Team 13	Team 8
17	118	Team 9	Team 12
17	119	Team 11	Team 10
18	120	Team 5	Team 14
18	121	Team 6	Team 4
18	122	Team 3	Team 7
18	123	Team 8	Team 2
18	124	Team 1	Team 9
18	125	Team 10	Team 13
18	126	Team 12	Team 11
19	127	Team 14	Team 6
19	128	Team 7	Team 5
19	129	Team 4	Team 8
19	130	Team 9	Team 3
19	131	Team 2	Team 10
19	132	Team 11	Team 1
19	133	Team 13	Team 12
20	134	Team 7	Team 14
20	135	Team 8	Team 6
20	136	Team 5	Team 9
20	137	Team 10	Team 4
20	138	Team 3	Team 11
20	139	Team 12	Team 2
20	140	Team 1	Team 13
21	141	Team 14	Team 8
21	142	Team 9	Team 7
21	143	Team 6	Team 10
21	144	Team 11	Team 5
21	145	Team 4	Team 12
21	146	Team 13	Team 3
21	147	Team 2	Team 1
22	148	Team 9	Team 14
22	149	Team 10	Team 8
22	150	Team 7	Team 11
22	151	Team 12	Team 6
22	152	Team 5	Team 13
22	153	Team 1	Team 4
22	154	Team 3	Team 2
23	155	Team 14	Team 10
23	156	Team 11	Team 9
23	157	Team 8	Team 12
23	158	Team 13	Team 7
23	159	Team 6	Team 1
23	160	Team 2	Team 5
23	161	Team 4	Team 3
24	162	Team 11	Team 14
24	163	Team 12	Team 10
24	164	Team 9	Team 13
24	165	Team 1	Team 8
24	166	Team 7	Team 2
24	167	Team 3	Team 6
24	168	Team 5	Team 4
25	169	Team 14	Team 12
25	170	Team 13	Team 11
25	171	Team 10	Team 1
25	172	Team 2	Team 9
25	173	Team 8	Team 3
25	174	Team 4	Team 7
25	175	Team 6	Team 5
26	176	Team 13	Team 14
26	177	Team 1	Team 12
26	178	Team 11	Team 2
26	179	Team 3	Team 10
26	180	Team 9	Team 4
26	181	Team 5	Team 8
26	182	Team 7	Team 6
27	183	Team 14	Team 1
27	184	Team 13	Team 2
27	185	Team 3	Team 12
27	186	Team 11	Team 4
27	187	Team 5	Team 10
27	188	Team 9	Team 6
27	189	Team 7	Team 8
28	190	Team 2	Team 14
28	191	Team 1	Team 3
28	192	Team 4	Team 13
28	193	Team 12	Team 5
28	194	Team 6	Team 11
28	195	Team 10	Team 7
28	196	Team 8	Team 9
29	197	Team 14	Team 3
29	198	Team 2	Team 4
29	199	Team 5	Team 1
29	200	Team 13	Team 6
29	201	Team 7	Team 12
29	202	Team 11	Team 8
29	203	Team 9	Team 10
30	204	Team 4	Team 14
30	205	Team 3	Team 5
30	206	Team 6	Team 2
30	207	Team 1	Team 7
30	208	Team 8	Team 13
30	209	Team 12	Team 9
30	210	Team 10	Team 11
31	211	Team 14	Team 5
31	212	Team 4	Team 6
31	213	Team 7	Team 3
31	214	Team 2	Team 8
31	215	Team 9	Team 1
31	216	Team 13	Team 10
31	217	Team 11	Team 12
32	218	Team 6	Team 14
32	219	Team 5	Team 7
32	220	Team 8	Team 4
32	221	Team 3	Team 9
32	222	Team 10	Team 2
32	223	Team 1	Team 11
32	224	Team 12	Team 13
33	225	Team 14	Team 7
33	226	Team 6	Team 8
33	227	Team 9	Team 5
33	228	Team 4	Team 10
33	229	Team 11	Team 3
33	230	Team 2	Team 12
33	231	Team 13	Team 1
34	232	Team 8	Team 14
34	233	Team 7	Team 9
34	234	Team 10	Team 6
34	235	Team 5	Team 11
34	236	Team 12	Team 4
34	237	Team 3	Team 13
34	238	Team 1	Team 2
35	239	Team 14	Team 9
35	240	Team 8	Team 10
35	241	Team 11	Team 7
35	242	Team 6	Team 12
35	243	Team 13	Team 5
35	244	Team 4	Team 1
35	245	Team 2	Team 3
36	246	Team 10	Team 14
36	247	Team 9	Team 11
36	248	Team 12	Team 8
36	249	Team 7	Team 13
36	250	Team 1	Team 6
36	251	Team 5	Team 2
36	252	Team 3	Team 4
37	253	Team 14	Team 11
37	254	Team 10	Team 12
37	255	Team 13	Team 9
37	256	Team 8	Team 1
37	257	Team 2	Team 7
37	258	Team 6	Team 3
37	259	Team 4	Team 5
38	260	Team 12	Team 14
38	261	Team 11	Team 13
38	262	Team 1	Team 10
38	263	Team 9	Team 2
38	264	Team 3	Team 8
38	265	Team 7	Team 4
38	266	Team 5	Team 6
39	267	Team 14	Team 13
39	268	Team 12	Team 1
39	269	Team 2	Team 11
39	270	Team 10	Team 3
39	271	Team 4	Team 9
39	272	Team 8	Team 5
39	273	Team 6	Team 7
40	274	Team 1	Team 14
40	275	Team 2	Team 13
40	276	Team 12	Team 3
40	277	Team 4	Team 11
40	278	Team 10	Team 5
40	279	Team 6	Team 9
40	280	Team 8	Team 7
41	281	Team 14	Team 2
41	282	Team 3	Team 1
41	283	Team 13	Team 4
41	284	Team 5	Team 12
41	285	Team 11	Team 6
41	286	Team 7	Team 10
41	287	Team 9	Team 8
42	288	Team 3	Team 14
42	289	Team 4	Team 2
42	290	Team 1	Team 5
42	291	Team 6	Team 13
42	292	Team 12	Team 7
42	293	Team 8	Team 11
42	294	Team 10	Team 9
43	295	Team 14	Team 4
43	296	Team 5	Team 3
43	297	Team 2	Team 6
43	298	Team 7	Team 1
43	299	Team 13	Team 8
43	300	Team 9	Team 12
43	301	Team 11	Team 10
44	302	Team 5	Team 14
44	303	Team 6	Team 4
44	304	Team 3	Team 7
44	305	Team 8	Team 2
44	306	Team 1	Team 9
44	307	Team 10	Team 13
44	308	Team 12	Team 11
45	309	Team 14	Team 6
45	310	Team 7	Team 5
45	311	Team 4	Team 8
45	312	Team 9	Team 3
45	313	Team 2	Team 10
45	314	Team 11	Team 1
45	315	Team 13	Team 12
46	316	Team 7	Team 14
46	317	Team 8	Team 6
46	318	Team 5	Team 9
46	319	Team 10	Team 4
46	320	Team 3	Team 11
46	321	Team 12	Team 2
46	322	Team 1	Team 13
47	323	Team 14	Team 8
47	324	Team 9	Team 7
47	325	Team 6	Team 10
47	326	Team 11	Team 5
47	327	Team 4	Team 12
47	328	Team 13	Team 3
47	329	Team 2	Team 1
48	330	Team 9	Team 14
48	331	Team 10	Team 8
48	332	Team 7	Team 11
48	333	Team 12	Team 6
48	334	Team 5	Team 13
48	335	Team 1	Team 4
48	336	Team 3	Team 2
49	337	Team 14	Team 10
49	338	Team 11	Team 9
49	339	Team 8	Team 12
49	340	Team 13	Team 7
49	341	Team 6	Team 1
49	342	Team 2	Team 5
49	343	Team 4	Team 3
50	344	Team 11	Team 14
