Round	Game #	Home Team	Visitor Team
1	1	Team 2	Team 29
1	2	Team 28	Team 3
1	3	Team 4	Team 27
1	4	Team 26	Team 5
1	5	Team 6	Team 25
1	6	Team 24	Team 7
1	7	Team 8	Team 23
1	8	Team 22	Team 9
1	9	Team 10	Team 21
1	10	Team 20	Team 11
1	11	Team 12	Team 19
1	12	Team 18	Team 13
1	13	Team 14	Team 17
1	14	Team 16	Team 15
2	15	Team 3	Team 1
2	16	Team 29	Team 4
2	17	Team 5	Team 28
2	18	Team 27	Team 6
2	19	Team 7	Team 26
2	20	Team 25	Team 8
2	21	Team 9	Team 24
2	22	Team 23	Team 10
2	23	Team 11	Team 22
2	24	Team 21	Team 12
2	25	Team 13	Team 20
2	26	Team 19	Team 14
2	27	Team 15	Team 18
2	28	Team 17	Team 16
3	29	Team 4	Team 2
3	30	Team 1	Team 5
3	31	Team 6	Team 29
3	32	Team 28	Team 7
3	33	Team 8	Team 27
3	34	Team 26	Team 9
3	35	Team 10	Team 25
3	36	Team 24	Team 11
3	37	Team 12	Team 23
3	38	Team 22	Team 13
3	39	Team 14	Team 21
3	40	Team 20	Team 15
3	41	Team 16	Team 19
3	42	Team 18	Team 17
4	43	Team 5	Team 3
4	44	Team 2	Team 6
4	45	Team 7	Team 1
4	46	Team 29	Team 8
4	47	Team 9	Team 28
4	48	Team 27	Team 10
4	49	Team 11	Team 26
4	50	Team 25	Team 12
4	51	Team 13	Team 24
4	52	Team 23	Team 14
4	53	Team 15	Team 22
4	54	Team 21	Team 16
4	55	Team 17	Team 20
4	56	Team 19	Team 18
5	57	Team 6	Team 4
5	58	Team 3	Team 7
5	59	Team 8	Team 2
5	60	Team 1	Team 9
5	61	Team 10	Team 29
5	62	Team 28	Team 11
5	63	Team 12	Team 27
5	64	Team 26	Team 13
5	65	Team 14	Team 25
5	66	Team 24	Team 15
5	67	Team 16	Team 23
5	68	Team 22	Team 17
5	69	Team 18	Team 21
5	70	Team 20	Team 19
6	71	Team 7	Team 5
6	72	Team 4	Team 8
6	73	Team 9	Team 3
6	74	Team 2	Team 10
6	75	Team 11	Team 1
6	76	Team 29	Team 12
6	77	Team 13	Team 28
6	78	Team 27	Team 14
6	79	Team 15	Team 26
6	80	Team 25	Team 16
6	81	Team 17	Team 24
6	82	Team 23	Team 18
6	83	Team 19	Team 22
6	84	Team 21	Team 20
7	85	Team 8	Team 6
7	86	Team 5	Team 9
7	87	Team 10	Team 4
7	88	Team 3	Team 11
7	89	Team 12	Team 2
7	90	Team 1	Team 13
7	91	Team 14	Team 29
7	92	Team 28	Team 15
7	93	Team 16	Team 27
7	94	Team 26	Team 17
7	95	Team 18	Team 25
7	96	Team 24	Team 19
7	97	Team 20	Team 23
7	98	Team 22	Team 21
8	99	Team 9	Team 7
8	100	Team 6	Team 10
8	101	Team 11	Team 5
8	102	Team 4	Team 12
8	103	Team 13	Team 3
8	104	Team 2	Team 14
8	105	Team 15	Team 1
8	106	Team 29	Team 16
8	107	Team 17	Team 28
8	108	Team 27	Team 18
8	109	Team 19	Team 26
8	110	Team 25	Team 20
8	111	Team 21	Team 24
8	112	Team 23	Team 22
9	113	Team 10	Team 8
9	114	Team 7	Team 11
9	115	Team 12	Team 6
9	116	Team 5	Team 13
9	117	Team 14	Team 4
9	118	Team 3	Team 15
9	119	Team 16	Team 2
9	120	Team 1	Team 17
9	121	Team 18	Team 29
9	122	Team 28	Team 19
9	123	Team 20	Team 27
9	124	Team 26	Team 21
9	125	Team 22	Team 25
9	126	Team 24	Team 23
10	127	Team 11	Team 9
10	128	Team 8	Team 12
10	129	Team 13	Team 7
10	130	Team 6	Team 14
10	131	Team 15	Team 5
10	132	Team 4	Team 16
10	133	Team 17	Team 3
10	134	Team 2	Team 18
10	135	Team 19	Team 1
10	136	Team 29	Team 20
10	137	Team 21	Team 28
10	138	Team 27	Team 22
10	139	Team 23	Team 26
10	140	Team 25	Team 24
11	141	Team 12	Team 10
11	142	Team 9	Team 13
11	143	Team 14	Team 8
11	144	Team 7	Team 15
11	145	Team 16	Team 6
11	146	Team 5	Team 17
11	147	Team 18	Team 4
11	148	Team 3	Team 19
11	149	Team 20	Team 2
11	150	Team 1	Team 21
11	151	Team 22	Team 29
11	152	Team 28	Team 23
11	153	Team 24	Team 27
11	154	Team 26	Team 25
12	155	Team 13	Team 11
12	156	Team 10	Team 14
12	157	Team 15	Team 9
12	158	Team 8	Team 16
12	159	Team 17	Team 7
12	160	Team 6	Team 18
12	161	Team 19	Team 5
12	162	Team 4	Team 20
12	163	Team 21	Team 3
12	164	Team 2	Team 22
12	165	Team 23	Team 1
12	166	Team 29	Team 24
12	167	Team 25	Team 28
12	168	Team 27	Team 26
13	169	Team 14	Team 12
13	170	Team 11	Team 15
13	171	Team 16	Team 10
13	172	Team 9	Team 17
13	173	Team 18	Team 8
13	174	Team 7	Team 19
13	175	Team 20	Team 6
13	176	Team 5	Team 21
13	177	Team 22	Team 4
13	178	Team 3	Team 23
13	179	Team 24	Team 2
13	180	Team 1	Team 25
13	181	Team 26	Team 29
13	182	Team 28	Team 27
14	183	Team 15	Team 13
14	184	Team 12	Team 16
14	185	Team 17	Team 11
14	186	Team 10	Team 18
14	187	Team 19	Team 9
14	188	Team 8	Team 20
14	189	Team 21	Team 7
